mun_capital,cnae,atividades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Goiânia - GO,51,Transporte aéreo,19,606,585,595.36,31789.154,4.115527,4107.29565046617
Goiânia - GO,52,Armazenamento e atividades auxiliares dos transportes,435,2815,2377,2448.45,70062.664,2.205573,2201.16224236055
Goiânia - GO,53,Correio e outras atividades de entrega,146,2144,2023,2325.44,79304.654,2.628571,2623.313437457
Goiânia - GO,I,Alojamento e alimentação,3546,26104,22092,22823.97,464636.042,1.56909,1565.95167273704
Goiânia - GO,55,Alojamento,252,2870,2508,2538.13,59806.153,1.816177,1812.5443959499
Goiânia - GO,56,Alimentação,3294,23234,19584,20285.84,404829.889,1.538175,1535.09840816588
Goiânia - GO,J,Informação e comunicação,1733,12719,10492,10562.65,428348.103,3.12572,3119.46851187184
Goiânia - GO,58,Edição e edição integrada à impressão,143,903,696,756.72,31762.846,3.235268,3228.79776688055
Goiânia - GO,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",198,674,447,493.32,10210.415,1.595294,1592.10358076206
Goiânia - GO,60,Atividades de rádio e de televisão,57,1424,1351,1343.24,77135.855,4.426177,4417.32475781864
Goiânia - GO,61,Telecomunicações,201,2423,2228,2277.85,78402.196,2.652951,2647.64499587161
Goiânia - GO,62,Atividades dos serviços de tecnologia da informação,772,5721,4674,4622.95,197508.023,3.292999,3286.41340402856
Goiânia - GO,63,Atividades de prestação de serviços de informação,362,1574,1096,1068.57,33328.768,2.404044,2399.23578671999
Goiânia - GO,K,"Atividades financeiras, de seguros e serviços relacionados",3024,15927,11663,11687.56,778047.561,5.131075,5120.81327365296
Goiânia - GO,64,Atividades de serviços financeiros,2261,12026,8834,8825.14,646220.638,5.643978,5632.690228841
Goiânia - GO,65,"Seguros, resseguros, previdência complementar e planos de saúde",75,1620,1564,1576.97,89777.601,4.388041,4379.26486089926
Goiânia - GO,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",688,2281,1265,1285.45,42049.322,2.521331,2516.28863881849
Goiânia - GO,L,Atividades imobiliárias,2018,6073,2686,2614.97,70787.553,2.08649,2082.31696142418
Goiânia - GO,68,Atividades imobiliárias,2018,6073,2686,2614.97,70787.553,2.08649,2082.31696142418
Goiânia - GO,M,"Atividades profissionais, científicas e técnicas",5807,21050,13482,13397.53,446265.581,2.567407,2562.27242001956
Goiânia - GO,69,"Atividades jurídicas, de contabilidade e de auditoria",2502,9838,6512,6471.63,168219.756,2.0035,1999.49336268749
Goiânia - GO,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,698,2102,1196,1227.85,63064.061,3.958792,3950.87479365119
Goiânia - GO,71,Serviços de arquitetura e engenharia; testes e análises técnicas,1280,4062,2324,2280.71,68348.789,2.309866,2305.24667925609
Goiânia - GO,72,Pesquisa e desenvolvimento científico,28,311,271,267.85,21082.481,6.066751,6054.61753851898
Goiânia - GO,73,Publicidade e pesquisa de mercado,685,2317,1485,1422.87,32401.705,1.755209,1751.69821990333
Goiânia - GO,74,"Outras atividades profissionais, científicas e técnicas",517,2080,1472,1515.2,89514.499,4.553544,4544.43683494436
Goiânia - GO,75,Atividades veterinárias,97,340,222,211.42,3634.29,1.32495,1322.30048827343
Goiânia - GO,N,Atividades administrativas e serviços complementares,7465,73683,66988,66360.24,1471457.408,1.709094,1705.67543734946
Goiânia - GO,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,727,3461,2597,2568.16,69094.834,2.073718,2069.57013222277
Goiânia - GO,78,"Seleção, agenciamento e locação de mão-de-obra",54,6044,5995,7475.92,99188.808,1.022643,1020.59790737358
Goiânia - GO,79,"Agências de viagens, operadores turísticos e serviços de reservas",305,1072,735,753.74,20876.81,2.134856,2130.58675609423
Goiânia - GO,80,"Atividades de vigilância, segurança e investigação",155,8761,8618,8650.27,235915.011,2.102093,2097.8892610822
Goiânia - GO,81,Serviços para edifícios e atividades paisagísticas,3081,23115,21528,21155.34,383466.172,1.397118,1394.3239790121
Goiânia - GO,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",3143,31230,27515,25756.81,662915.773,1.983775,1979.80732086
Goiânia - GO,O,"Administração pública, defesa e seguridade social",137,73297,73296,72616.37,7917559.691,8.40394,8387.13162271601
Goiânia - GO,84,"Administração pública, defesa e seguridade social",137,73297,73296,72616.37,7917559.691,8.40394,8387.13162271601
Goiânia - GO,P,Educação,2106,95612,93427,93673.22,4251132.005,3.497963,3490.96736752264
Goiânia - GO,85,Educação,2106,95612,93427,93673.22,4251132.005,3.497963,3490.96736752264
Goiânia - GO,Q,Saúde humana e serviços sociais,3196,59619,54346,54196.95,2300252.182,3.271348,3264.80504047666
Goiânia - GO,86,Atividades de atenção à saúde humana,3039,53953,48774,48594.18,2177483.204,3.453796,3446.88824875736
Goiânia - GO,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",90,1336,1255,1244.42,28281.759,1.751723,1748.21999250809
Goiânia - GO,88,Serviços de assistência social sem alojamento,67,4330,4317,4358.35,94487.219,1.671002,1667.66037958966
Goiânia - GO,R,"Artes, cultura, esporte e recreação",830,4312,3349,3330.18,126795.963,2.934701,2928.83135908108
Goiânia - GO,90,"Atividades artísticas, criativas e de espetáculos",207,721,467,440.66,17383.671,3.040633,3034.55149443667
Goiânia - GO,91,Atividades ligadas ao patrimônio cultural e ambiental,6,4,,,,,
Goiânia - GO,92,Atividades de exploração de jogos de azar e apostas,,,,,,,
Goiânia - GO,93,Atividades esportivas e de recreação e lazer,617,3587,2882,2889.52,109412.292,2.918546,2912.70873842235
Goiânia - GO,S,Outras atividades de serviços,2852,16702,14291,14415.59,582632.056,3.115215,3108.98481862612
Goiânia - GO,94,Atividades de organizações associativas,1483,10367,9556,9528.53,473296.926,3.828546,3820.88904019338
Goiânia - GO,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,522,2492,1864,1906.87,46839.852,1.893305,1889.51818344278
Goiânia - GO,96,Outras atividades de serviços pessoais,847,3843,2871,2980.19,62495.278,1.616327,1613.09482849183
Goiânia - GO,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Goiânia - GO,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Brasília - DF,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",263,1809,1496,1617.83,54097.528,2.577334,2572.17897287868
Brasília - DF,01,"Agricultura, pecuária e serviços relacionados",222,1645,1377,1480.22,50449.541,2.626982,2621.72779929803
Brasília - DF,02,Produção florestal,34,146,112,130.5,3535.549,2.088202,2084.02534630121
Brasília - DF,03,Pesca e aquicultura,7,18,7,7.11,112.438,1.218904,1216.46651520069
Brasília - DF,B,Indústrias extrativas,59,,,,,,
Brasília - DF,05,Extração de carvão mineral,,,,,,,
Brasília - DF,06,Extração de petróleo e gás natural,,,,,,,
Brasília - DF,07,Extração de minerais metálicos,16,,,,,,
Brasília - DF,08,Extração de minerais não-metálicos,36,243,199,207.02,6806.251,2.534088,2529.02023587465
Brasília - DF,09,Atividades de apoio à extração de minerais,7,71,64,71.16,2930.395,3.174069,3167.72062956717
Brasília - DF,C,Indústrias de transformação,3388,30429,26393,26640.96,772075.372,2.233757,2229.28953126198
Brasília - DF,10,Fabricação de produtos alimentícios,684,10534,9736,9887.66,204874.454,1.597057,1593.86279307899
Brasília - DF,11,Fabricação de bebidas,41,2224,2183,2130.9,97618.633,3.530984,3523.92210586354
Brasília - DF,12,Fabricação de produtos do fumo,1,,,,,,
Brasília - DF,13,Fabricação de produtos têxteis,62,,,,,,
Brasília - DF,14,Confecção de artigos do vestuário e acessórios,304,1538,1195,1219,22585.627,1.428087,1425.23045371364
Brasília - DF,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",17,115,97,92.52,1767.768,1.472705,1469.75955302804
Brasília - DF,16,Fabricação de produtos de madeira,49,460,398,397.03,8942.384,1.736025,1732.55344006169
Brasília - DF,17,"Fabricação de celulose, papel e produtos de papel",33,220,181,166.13,3439.759,1.595901,1592.709601841
Brasília - DF,18,Impressão e reprodução de gravações,467,2039,1485,1507.2,41267.817,2.110409,2106.18860240078
Brasília - DF,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,19,13,16.95,525.355,2.388962,2384.18425232585
Brasília - DF,20,Fabricação de produtos químicos,56,297,222,249.02,6063.42,1.876763,1873.00989108073
Brasília - DF,21,Fabricação de produtos farmoquímicos e farmacêuticos,11,1592,1586,1543.42,86443.978,4.316947,4308.31320653534
Brasília - DF,22,Fabricação de produtos de borracha e de material plástico,91,746,642,616.04,11117.964,1.391049,1388.26699564963
Brasília - DF,23,Fabricação de produtos de minerais não-metálicos,213,,,,,,
Brasília - DF,24,Metalurgia,17,200,175,185,7002.739,2.917577,2911.74178794179
Brasília - DF,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",331,2356,1949,1982.33,58297.131,2.266717,2262.18373949226
Brasília - DF,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",32,188,150,199.53,4910.616,1.896941,1893.14735782936
Brasília - DF,27,"Fabricação de máquinas, aparelhos e materiais elétricos",25,354,318,360.88,14752.316,3.150819,3144.51767474379
Brasília - DF,28,Fabricação de máquinas e equipamentos,49,206,149,138.84,2667.148,1.480671,1477.70981539348
Brasília - DF,29,"Fabricação de veículos automotores, reboques e carrocerias",45,365,303,302.64,26192.144,6.670691,6657.34968177474
Brasília - DF,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,,,,,,
Brasília - DF,31,Fabricação de móveis,305,1459,1082,1055.28,20403.882,1.490291,1487.31084130788
Brasília - DF,32,Fabricação de produtos diversos,220,1059,808,803.06,17196.056,1.650467,1647.16651117169
Brasília - DF,33,"Manutenção, reparação e instalação de máquinas e equipamentos",325,1541,1148,1177.75,32313.653,2.11475,2110.52058194406
Brasília - DF,D,Eletricidade e gás,78,2838,2783,2800.49,1211973.871,33.356873,33290.1596890874
Brasília - DF,35,"Eletricidade, gás e outras utilidades",78,2838,2783,2800.49,1211973.871,33.356873,33290.1596890874
Brasília - DF,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",172,6982,6770,7752.07,509973.519,5.070561,5060.42027881188
Brasília - DF,36,"Captação, tratamento e distribuição de água",5,2340,2337,2332.66,395127.34,13.056048,13029.9361112339
Brasília - DF,37,Esgoto e atividades relacionadas,42,,,,,,
Brasília - DF,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",123,4495,4338,5320.51,112803.886,1.634169,1630.90042120022
Brasília - DF,39,Descontaminação e outros serviços de gestão de resíduos,2,,,,,,
Brasília - DF,F,Construção,5402,54345,47490,47432.38,1486239.777,2.415128,2410.29728409807
Brasília - DF,41,Construção de edifícios,3292,26182,21913,22039.72,531787.47,1.859765,1856.04574203023
Brasília - DF,42,Obras de infraestrutura,362,13572,13180,13254.3,631057.213,3.669763,3662.42370690731
Brasília - DF,43,Serviços especializados para construção,1748,14591,12397,12138.36,323395.094,2.053523,2049.41571120874
Brasília - DF,G,Comércio; reparação de veículos automotores e motocicletas,30969,198514,162927,164705.8,3948274.511,1.847671,1843.97528152061
Brasília - DF,45,Comércio e reparação de veículos automotores e motocicletas,4057,22991,18190,18736.36,529088.312,2.176552,2172.1989182038
Brasília - DF,46,"Comércio por atacado, exceto veículos automotores e motocicletas",3744,29575,25471,25930.8,866228.98,2.574796,2569.64684705209
Brasília - DF,47,Comércio varejista,23168,145948,119266,120038.64,2552957.219,1.639263,1635.98425089173
Brasília - DF,H,"Transporte, armazenagem e correio",2487,49713,47232,51036.85,2248458.577,3.395683,3388.8915965018
Brasília - DF,49,Transporte terrestre,1739,30301,28412,29187.4,777305.09,2.052685,2048.57915507271
Brasília - DF,50,Transporte aquaviário,4,,,,,,
Brasília - DF,51,Transporte aéreo,33,,,,,,
Brasília - DF,52,Armazenamento e atividades auxiliares dos transportes,441,9257,8894,10621.42,619042.827,4.492253,4483.26862133312
Brasília - DF,53,Correio e outras atividades de entrega,270,6594,6387,7621.41,568227.392,5.746626,5735.13291957989
Brasília - DF,I,Alojamento e alimentação,7298,63163,54472,55416.92,1026349.711,1.42751,1424.65474027122
Brasília - DF,55,Alojamento,328,5520,5085,5289.53,122960.977,1.791746,1788.16202806444
Brasília - DF,56,Alimentação,6970,57643,49387,50127.39,903388.734,1.389075,1386.29681451444
Brasília - DF,J,Informação e comunicação,3835,40882,36143,37676.06,2600729.986,5.320542,5309.90110880041
Brasília - DF,58,Edição e edição integrada à impressão,281,2061,1729,1721.45,119137.773,5.334346,5323.67717733485
Brasília - DF,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",346,1015,591,610.94,13464.753,1.698736,1695.33870882448
Brasília - DF,60,Atividades de rádio e de televisão,81,2735,2674,2958.25,304587.76,7.936037,7920.16485838171
Brasília - DF,61,Telecomunicações,328,5437,5121,5567.98,315507.702,4.367555,4358.82011623052
Brasília - DF,62,Atividades dos serviços de tecnologia da informação,2078,24841,22149,22244.75,1427345.585,4.945699,4935.80796506004
Brasília - DF,63,Atividades de prestação de serviços de informação,721,4793,3879,4572.69,420686.413,7.091087,7076.90512754906
Brasília - DF,K,"Atividades financeiras, de seguros e serviços relacionados",3027,57792,54767,54904.89,6440385.941,9.041219,9023.13624804359
Brasília - DF,64,Atividades de serviços financeiros,1645,45285,43846,44121.41,5692909.425,9.945142,9925.25192679437
Brasília - DF,65,"Seguros, resseguros, previdência complementar e planos de saúde",129,6203,6146,6087.8,509712.234,6.453433,6440.52586888784
Brasília - DF,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",1253,6304,4775,4695.68,237764.282,3.902781,3894.97584031411
Brasília - DF,L,Atividades imobiliárias,2493,8490,5032,5212.61,275488.194,4.073558,4065.4105214972
Brasília - DF,68,Atividades imobiliárias,2493,8490,5032,5212.61,275488.194,4.073558,4065.4105214972
Brasília - DF,M,"Atividades profissionais, científicas e técnicas",9232,40775,28472,28054.75,1795737.876,4.933585,4923.71818566306
Brasília - DF,69,"Atividades jurídicas, de contabilidade e de auditoria",4075,13397,7668,7573.09,257691.869,2.622731,2617.48526183347
Brasília - DF,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,1410,5431,3582,3841.82,373879.67,7.501031,7486.02865709081
Brasília - DF,71,Serviços de arquitetura e engenharia; testes e análises técnicas,1398,5695,3809,3795.2,147643.54,2.998513,2992.51564729537
Brasília - DF,72,Pesquisa e desenvolvimento científico,69,2477,2411,2571.51,575768.893,17.257826,17223.3103686759
Brasília - DF,73,Publicidade e pesquisa de mercado,1164,3503,2159,2010.75,81616.999,3.12859,3122.33280731453
Brasília - DF,74,"Outras atividades profissionais, científicas e técnicas",845,9400,8324,7749.93,349341.064,3.474385,3467.43642051755
Brasília - DF,75,Atividades veterinárias,271,872,519,512.45,9795.841,1.473385,1470.43854184648
Brasília - DF,N,Atividades administrativas e serviços complementares,11624,152722,141378,145375.53,3689449.461,1.956124,1952.21165963975
Brasília - DF,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,860,4567,3518,3547.55,92315.889,2.005737,2001.72576306725
Brasília - DF,78,"Seleção, agenciamento e locação de mão-de-obra",132,16278,16127,15984.76,288680.393,1.391994,1389.20972707273
Brasília - DF,79,"Agências de viagens, operadores turísticos e serviços de reservas",503,2583,1929,2013.87,69728.961,2.66875,2663.41235073229
Brasília - DF,80,"Atividades de vigilância, segurança e investigação",227,26745,26520,27701.64,1081439.281,3.009004,3002.98599649696
Brasília - DF,81,Serviços para edifícios e atividades paisagísticas,5852,63299,58795,61376.88,1270095.934,1.594989,1591.79950546149
Brasília - DF,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",4050,39250,34489,34750.83,887189.003,1.967782,1963.84684691206
