mun_capital,cnae,atividades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Campo Grande - MS,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,,,,,,
Campo Grande - MS,20,Fabricação de produtos químicos,42,578,531,495.48,14369.368,2.235309,2230.83878259466
Campo Grande - MS,21,Fabricação de produtos farmoquímicos e farmacêuticos,3,161,155,156.86,5204.23,2.557233,2552.11898900538
Campo Grande - MS,22,Fabricação de produtos de borracha e de material plástico,48,980,929,868.72,24334.078,2.159042,2154.72436900975
Campo Grande - MS,23,Fabricação de produtos de minerais não-metálicos,77,828,740,835.53,18449.348,1.701943,1698.5393886331
Campo Grande - MS,24,Metalurgia,14,112,96,96.06,2141.535,1.718338,1714.90174410224
Campo Grande - MS,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",136,1351,1191,1259.12,25080.02,1.535277,1532.20686486777
Campo Grande - MS,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",7,,,,,,
Campo Grande - MS,27,"Fabricação de máquinas, aparelhos e materiais elétricos",12,124,108,126.95,4136.771,2.511625,2506.60223588936
Campo Grande - MS,28,Fabricação de máquinas e equipamentos,29,423,390,429.08,14695.837,2.639868,2634.58795562599
Campo Grande - MS,29,"Fabricação de veículos automotores, reboques e carrocerias",22,196,167,159.53,4130.806,1.995807,1991.8153807579
Campo Grande - MS,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",,,,,,,
Campo Grande - MS,31,Fabricação de móveis,95,453,346,347.93,7504.881,1.662563,1659.23760084367
Campo Grande - MS,32,Fabricação de produtos diversos,71,436,354,360.23,7564.166,1.61848,1615.24282563063
Campo Grande - MS,33,"Manutenção, reparação e instalação de máquinas e equipamentos",154,787,605,586.81,15671.963,2.058505,2054.3883290752
Campo Grande - MS,D,Eletricidade e gás,25,859,849,897.77,61171.309,5.251807,5241.30379461589
Campo Grande - MS,35,"Eletricidade, gás e outras utilidades",25,859,849,897.77,61171.309,5.251807,5241.30379461589
Campo Grande - MS,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",80,4218,4136,4243.64,172801.405,3.138592,3132.31465657567
Campo Grande - MS,36,"Captação, tratamento e distribuição de água",4,2224,2221,2201.88,115462.534,4.041788,4033.70455456945
Campo Grande - MS,37,Esgoto e atividades relacionadas,14,36,19,19.48,327.706,1.296646,1294.05307218449
Campo Grande - MS,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",62,1958,1896,2022.28,57011.165,2.172925,2168.57914372354
Campo Grande - MS,39,Descontaminação e outros serviços de gestão de resíduos,,,,,,,
Campo Grande - MS,F,Construção,1668,14940,12708,13472.24,326540.632,1.868201,1864.464272745
Campo Grande - MS,41,Construção de edifícios,824,5193,3963,4527.84,105678.647,1.798963,1795.36527180901
Campo Grande - MS,42,Obras de infraestrutura,164,5466,5272,5387.44,142305.025,2.035935,2031.86307125748
Campo Grande - MS,43,Serviços especializados para construção,680,4281,3473,3556.96,78556.96,1.702283,1698.87855835407
Campo Grande - MS,G,Comércio; reparação de veículos automotores e motocicletas,9832,63020,51649,52587.14,1296169.829,1.899803,1896.0029288822
Campo Grande - MS,45,Comércio e reparação de veículos automotores e motocicletas,1659,9889,7874,7865.26,219093.442,2.147051,2142.75709796087
Campo Grande - MS,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1570,9580,7691,7721.26,266226.015,2.657593,2652.27750791571
Campo Grande - MS,47,Comércio varejista,6603,43551,36084,37000.62,810850.372,1.68911,1685.73136175722
Campo Grande - MS,H,"Transporte, armazenagem e correio",1330,14988,13624,14031.69,400790.439,2.201575,2197.17181388919
Campo Grande - MS,49,Transporte terrestre,989,11289,10262,10414.65,287344.064,2.126589,2122.33627999612
Campo Grande - MS,50,Transporte aquaviário,,,,,,,
Campo Grande - MS,51,Transporte aéreo,11,239,231,227.22,9535.292,3.234548,3228.0785142153
Campo Grande - MS,52,Armazenamento e atividades auxiliares dos transportes,220,2088,1857,1924.02,50602.516,2.027163,2023.10850758788
Campo Grande - MS,53,Correio e outras atividades de entrega,110,1372,1274,1465.8,53308.567,2.803163,2797.5569654796
Campo Grande - MS,I,Alojamento e alimentação,1563,11776,9911,9937.1,188245.538,1.460129,1457.20844109448
Campo Grande - MS,55,Alojamento,138,1607,1427,1482.94,28469.131,1.47971,1476.75101746946
Campo Grande - MS,56,Alimentação,1425,10169,8484,8454.16,159776.407,1.456694,1453.78048749419
Campo Grande - MS,J,Informação e comunicação,704,6105,5276,5260,175184.923,2.567066,2561.9321877742
Campo Grande - MS,58,Edição e edição integrada à impressão,75,392,299,320.48,7326.848,1.762148,1758.62360305695
Campo Grande - MS,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",68,286,214,222.98,4478.91,1.548219,1545.12305346461
Campo Grande - MS,60,Atividades de rádio e de televisão,37,881,854,841.12,27827.707,2.550032,2544.93157475015
Campo Grande - MS,61,Telecomunicações,129,1396,1278,1333.55,42777.903,2.4725,2467.55496462594
Campo Grande - MS,62,Atividades dos serviços de tecnologia da informação,255,2651,2302,2222.8,83538.957,2.896775,2890.98147174042
Campo Grande - MS,63,Atividades de prestação de serviços de informação,140,499,329,319.07,9234.598,2.230787,2226.32554708275
Campo Grande - MS,K,"Atividades financeiras, de seguros e serviços relacionados",761,5938,5138,5127.19,326651.111,4.910558,4900.7367658428
Campo Grande - MS,64,Atividades de serviços financeiros,403,3516,3172,3195.86,256733.621,6.19186,6179.47597107604
Campo Grande - MS,65,"Seguros, resseguros, previdência complementar e planos de saúde",46,,,,,,
Campo Grande - MS,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",312,,,,,,
Campo Grande - MS,L,Atividades imobiliárias,655,1945,902,863.35,19260.99,1.719562,1716.12279537223
Campo Grande - MS,68,Atividades imobiliárias,655,1945,902,863.35,19260.99,1.719562,1716.12279537223
Campo Grande - MS,M,"Atividades profissionais, científicas e técnicas",2521,9765,6368,6336.57,204222.022,2.484131,2479.16243451778
Campo Grande - MS,69,"Atividades jurídicas, de contabilidade e de auditoria",1007,3836,2481,2366.99,61520.303,2.00331,1999.30333461485
Campo Grande - MS,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,258,721,337,344.11,18842.231,4.220473,4212.03215429771
Campo Grande - MS,71,Serviços de arquitetura e engenharia; testes e análises técnicas,576,1945,1128,1146.58,27539.431,1.8513,1847.59700084667
Campo Grande - MS,72,Pesquisa e desenvolvimento científico,14,248,241,252.74,47198.705,14.394024,14365.2354806703
Campo Grande - MS,73,Publicidade e pesquisa de mercado,296,1951,1604,1651.2,33112.736,1.545687,1542.5954084675
Campo Grande - MS,74,"Outras atividades profissionais, científicas e técnicas",264,681,338,345.34,10960.634,2.446329,2441.43653300426
Campo Grande - MS,75,Atividades veterinárias,106,383,239,229.61,5047.982,1.694545,1691.15590650367
Campo Grande - MS,N,Atividades administrativas e serviços complementares,2453,30407,28027,28029.63,579759.104,1.59425,1591.06110761527
Campo Grande - MS,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,328,1893,1480,1439.2,41264.878,2.209966,2205.54570915466
Campo Grande - MS,78,"Seleção, agenciamento e locação de mão-de-obra",46,1665,1619,1679.23,50617.899,2.323379,2318.7321203537
Campo Grande - MS,79,"Agências de viagens, operadores turísticos e serviços de reservas",152,483,314,304.26,8348.197,2.114823,2110.59291395517
Campo Grande - MS,80,"Atividades de vigilância, segurança e investigação",92,3941,3844,3870.67,101264.951,2.016504,2012.47112654518
Campo Grande - MS,81,Serviços para edifícios e atividades paisagísticas,809,12164,11707,11827.83,189426.38,1.234416,1231.94702663126
Campo Grande - MS,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",1026,10261,9063,8908.44,188836.799,1.633846,1630.57815008965
Campo Grande - MS,O,"Administração pública, defesa e seguridade social",110,48578,48576,50978.48,4839842.751,7.31763,7302.99522917845
Campo Grande - MS,84,"Administração pública, defesa e seguridade social",110,48578,48576,50978.48,4839842.751,7.31763,7302.99522917845
Campo Grande - MS,P,Educação,941,31064,30138,38805.91,2238270.715,4.445707,4436.81569082172
Campo Grande - MS,85,Educação,941,31064,30138,38805.91,2238270.715,4.445707,4436.81569082172
Campo Grande - MS,Q,Saúde humana e serviços sociais,1491,27359,25108,25094.25,1172170.591,3.600333,3593.13263151764
Campo Grande - MS,86,Atividades de atenção à saúde humana,1384,24172,22004,22007.84,1102444.03,3.861048,3853.32622025046
Campo Grande - MS,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",63,721,664,660.76,16494.083,1.924024,1920.17618406776
Campo Grande - MS,88,Serviços de assistência social sem alojamento,44,2466,2440,2425.65,53232.478,1.69151,1688.12730608291
Campo Grande - MS,R,"Artes, cultura, esporte e recreação",414,1632,1184,1170.82,32313.64,2.127266,2123.01174850499
Campo Grande - MS,90,"Atividades artísticas, criativas e de espetáculos",74,330,252,246.93,9939.122,3.102418,3096.21287876664
Campo Grande - MS,91,Atividades ligadas ao patrimônio cultural e ambiental,5,,,,,,
Campo Grande - MS,92,Atividades de exploração de jogos de azar e apostas,1,,,,,,
Campo Grande - MS,93,Atividades esportivas e de recreação e lazer,334,1286,925,918.11,22281.735,1.870598,1866.85649364958
Campo Grande - MS,S,Outras atividades de serviços,1646,6446,5210,5352.86,143827.422,2.071009,2066.86665561099
Campo Grande - MS,94,Atividades de organizações associativas,987,3111,2683,2778.04,85684.764,2.37734,2372.58487721836
Campo Grande - MS,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,281,1189,828,844.16,19810.48,1.808824,1805.20645010789
Campo Grande - MS,96,Outras atividades de serviços pessoais,378,2146,1699,1730.66,38332.178,1.707174,1703.75988173476
Campo Grande - MS,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Campo Grande - MS,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Cuiabá - MT,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",178,2642,2398,2452.39,239638.103,7.53169,7516.62673178786
Cuiabá - MT,01,"Agricultura, pecuária e serviços relacionados",139,2537,2346,2395.99,238477.744,7.671653,7656.30985361118
Cuiabá - MT,02,Produção florestal,30,75,33,32.26,523.342,1.250395,1247.89451094473
Cuiabá - MT,03,Pesca e aquicultura,9,30,19,24.14,637.017,2.033948,2029.88018609394
Cuiabá - MT,B,Indústrias extrativas,58,700,632,659.36,28870.121,3.374832,3368.08198626174
Cuiabá - MT,05,Extração de carvão mineral,,,,,,,
Cuiabá - MT,06,Extração de petróleo e gás natural,,,,,,,
Cuiabá - MT,07,Extração de minerais metálicos,28,283,244,247.75,11313.896,3.519854,3512.81409609563
Cuiabá - MT,08,Extração de minerais não-metálicos,26,351,325,324.72,10404.122,2.469577,2464.63746280819
Cuiabá - MT,09,Atividades de apoio à extração de minerais,4,66,63,86.89,7152.103,6.344393,6331.70409979019
Cuiabá - MT,C,Indústrias de transformação,1078,11264,9985,10210.33,274541.986,2.072503,2068.35766402186
Cuiabá - MT,10,Fabricação de produtos alimentícios,190,2712,2502,2612.25,69895.174,2.062332,2058.20723366977
Cuiabá - MT,11,Fabricação de bebidas,19,646,625,624.37,27476.941,3.391974,3385.18962498814
Cuiabá - MT,12,Fabricação de produtos do fumo,,,,,,,
Cuiabá - MT,13,Fabricação de produtos têxteis,20,95,68,68.47,1317.3,1.482895,1479.92944692229
Cuiabá - MT,14,Confecção de artigos do vestuário e acessórios,72,640,554,566.81,10848.32,1.475201,1472.25023172872
Cuiabá - MT,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",8,225,218,200.32,4683.785,1.802182,1798.57804435979
Cuiabá - MT,16,Fabricação de produtos de madeira,19,93,68,61.85,1353.964,1.687305,1683.93010384926
Cuiabá - MT,17,"Fabricação de celulose, papel e produtos de papel",14,137,118,122.5,2494.234,1.569377,1566.23799058085
Cuiabá - MT,18,Impressão e reprodução de gravações,106,689,557,559.17,16126.755,2.222948,2218.50173540178
Cuiabá - MT,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,89,87,58.22,2362.288,3.127424,3121.16904050947
Cuiabá - MT,20,Fabricação de produtos químicos,31,308,284,297.47,9576.062,2.481246,2476.28383987008
Cuiabá - MT,21,Fabricação de produtos farmoquímicos e farmacêuticos,2,,,,,,
Cuiabá - MT,22,Fabricação de produtos de borracha e de material plástico,31,858,811,850.64,18137.163,1.643424,1640.13729029364
Cuiabá - MT,23,Fabricação de produtos de minerais não-metálicos,109,1195,1078,1086.41,31607.91,2.242478,2237.99273967258
Cuiabá - MT,24,Metalurgia,10,387,370,417.29,8101.156,1.496357,1493.36395828763
Cuiabá - MT,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",117,1031,887,920.69,20143.096,1.686316,1682.94314381271
Cuiabá - MT,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",6,36,30,19.21,372.152,1.493204,1490.21743482962
Cuiabá - MT,27,"Fabricação de máquinas, aparelhos e materiais elétricos",13,560,538,515.14,15492.993,2.318121,2313.4850570868
Cuiabá - MT,28,Fabricação de máquinas e equipamentos,20,94,65,69.86,1712.472,1.889387,1885.60857979696
Cuiabá - MT,29,"Fabricação de veículos automotores, reboques e carrocerias",18,121,101,143.61,5355.522,2.874374,2868.62496183574
Cuiabá - MT,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,,,,,,
Cuiabá - MT,31,Fabricação de móveis,87,583,487,502.79,12739.174,1.952903,1948.99751693244
Cuiabá - MT,32,Fabricação de produtos diversos,64,323,240,235.67,4916.69,1.608032,1604.81572994833
Cuiabá - MT,33,"Manutenção, reparação e instalação de máquinas e equipamentos",114,412,272,256.25,9118.668,2.742797,2737.3112195122
Cuiabá - MT,D,Eletricidade e gás,74,2998,2925,2943.25,134789.865,3.52985,3522.78982548073
Cuiabá - MT,35,"Eletricidade, gás e outras utilidades",74,2998,2925,2943.25,134789.865,3.52985,3522.78982548073
Cuiabá - MT,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",70,1459,1381,1448.75,52854.759,2.812009,2806.38529236079
Cuiabá - MT,36,"Captação, tratamento e distribuição de água",11,600,590,628.58,43003.277,5.273113,5262.56703142859
Cuiabá - MT,37,Esgoto e atividades relacionadas,18,79,56,57.61,1244.896,1.665564,1662.23278544056
Cuiabá - MT,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",37,273,234,262.07,5678.343,1.670054,1666.71353220367
Cuiabá - MT,39,Descontaminação e outros serviços de gestão de resíduos,4,507,501,500.49,2928.243,0.45096,450.057866367883
Cuiabá - MT,F,Construção,1507,12171,10090,10569.15,283530.159,2.067689,2063.55404462698
Cuiabá - MT,41,Construção de edifícios,843,4771,3472,3812.72,96254.682,1.945867,1941.97483887941
Cuiabá - MT,42,Obras de infraestrutura,209,5019,4777,5092.16,146649.599,2.219755,2215.3149910088
Cuiabá - MT,43,Serviços especializados para construção,455,2381,1841,1664.27,40625.878,1.881504,1877.74071422398
Cuiabá - MT,G,Comércio; reparação de veículos automotores e motocicletas,8438,53334,44023,45272.02,1236303.643,2.104851,2100.64141672426
Cuiabá - MT,45,Comércio e reparação de veículos automotores e motocicletas,1191,,,,,,
Cuiabá - MT,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1753,,,,,,
Cuiabá - MT,47,Comércio varejista,5494,35647,29734,30854.27,674638.801,1.685319,1681.94847535253
Cuiabá - MT,H,"Transporte, armazenagem e correio",1032,10766,9772,10224.87,302568.351,2.280824,2276.26253815076
Cuiabá - MT,49,Transporte terrestre,788,8015,7250,7681.03,220293.986,2.210596,2206.17433218842
Cuiabá - MT,50,Transporte aquaviário,5,,,,,,
Cuiabá - MT,51,Transporte aéreo,1,,,,,,
Cuiabá - MT,52,Armazenamento e atividades auxiliares dos transportes,172,1942,1775,1671.95,47204.904,2.176156,2171.80326058702
Cuiabá - MT,53,Correio e outras atividades de entrega,66,792,736,862.35,34691.681,3.100758,3094.55655610117
Cuiabá - MT,I,Alojamento e alimentação,1451,11697,10044,10034.89,184656.012,1.418329,1415.49220922049
Cuiabá - MT,55,Alojamento,142,1886,1707,1732.98,38002.661,1.690233,1686.85248265105
Cuiabá - MT,56,Alimentação,1309,9811,8337,8301.91,146653.351,1.36157,1358.84718094993
Cuiabá - MT,J,Informação e comunicação,633,5841,5076,5286.48,222960.146,3.250774,3244.2722684165
Cuiabá - MT,58,Edição e edição integrada à impressão,54,132,73,78.4,1968.421,1.93521,1931.33928571429
Cuiabá - MT,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",58,322,255,276.45,8926.858,2.488904,2483.92615162013
Cuiabá - MT,60,Atividades de rádio e de televisão,51,617,571,574.81,14951.182,2.004829,2000.81926736995
Cuiabá - MT,61,Telecomunicações,89,1109,1060,1123.3,39763.975,2.728476,2723.01905785837
Cuiabá - MT,62,Atividades dos serviços de tecnologia da informação,241,2809,2454,2641.81,135753.051,3.96072,3952.79841647029
Cuiabá - MT,63,Atividades de prestação de serviços de informação,140,852,663,591.71,21596.659,2.81322,2807.59402669967
Cuiabá - MT,K,"Atividades financeiras, de seguros e serviços relacionados",979,5904,4711,4768.34,299409.224,4.839763,4830.08316714638
Cuiabá - MT,64,Atividades de serviços financeiros,650,4013,3241,3334.85,238417.613,5.510464,5499.44266897023
Cuiabá - MT,65,"Seguros, resseguros, previdência complementar e planos de saúde",45,918,879,862.85,45652.94,4.078116,4069.9595704753
Cuiabá - MT,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",284,973,591,570.64,15338.671,2.071818,2067.67448694583
Cuiabá - MT,L,Atividades imobiliárias,491,1486,742,782.68,20068.968,1.976364,1972.41116322222
Cuiabá - MT,68,Atividades imobiliárias,491,1486,742,782.68,20068.968,1.976364,1972.41116322222
Cuiabá - MT,M,"Atividades profissionais, científicas e técnicas",2259,8058,5093,5233.11,147129.971,2.167042,2162.70823218375
Cuiabá - MT,69,"Atividades jurídicas, de contabilidade e de auditoria",1030,3891,2501,2489.48,61554.278,1.905793,1901.98132201844
Cuiabá - MT,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,237,772,484,474.48,28443.862,4.620583,4611.34164688793
Cuiabá - MT,71,Serviços de arquitetura e engenharia; testes e análises técnicas,470,1734,1110,1213.18,29659.939,1.884391,1880.62263574306
Cuiabá - MT,72,Pesquisa e desenvolvimento científico,8,13,6,14.85,382.937,1.987591,1983.61564361564
Cuiabá - MT,73,Publicidade e pesquisa de mercado,287,841,509,572,15288.271,2.060101,2055.98050026896
Cuiabá - MT,74,"Outras atividades profissionais, científicas e técnicas",190,665,405,392.32,10478.863,2.058732,2054.61456111181
Cuiabá - MT,75,Atividades veterinárias,37,142,78,76.8,1321.821,1.326592,1323.93930288462
Cuiabá - MT,N,Atividades administrativas e serviços complementares,2425,26936,24387,24365.8,514600.388,1.627854,1624.59862720572
Cuiabá - MT,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,299,1230,870,879.85,21889.934,1.917617,1913.78198206862
Cuiabá - MT,78,"Seleção, agenciamento e locação de mão-de-obra",43,957,910,840.23,16746.03,1.536172,1533.0994535379
Cuiabá - MT,79,"Agências de viagens, operadores turísticos e serviços de reservas",132,616,431,445.53,14769.245,2.555097,2549.98713718665
Cuiabá - MT,80,"Atividades de vigilância, segurança e investigação",84,6545,6458,6606.65,151118.461,1.763041,1759.51458000651
Cuiabá - MT,81,Serviços para edifícios e atividades paisagísticas,795,10762,10251,9884.03,178238.99,1.389936,1387.15600200136
Cuiabá - MT,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",1072,6826,5467,5709.51,131837.728,1.779783,1776.22312463026
Cuiabá - MT,O,"Administração pública, defesa e seguridade social",90,47175,47170,47226.07,5169943.774,8.437817,8420.94170900489
Cuiabá - MT,84,"Administração pública, defesa e seguridade social",90,47175,47170,47226.07,5169943.774,8.437817,8420.94170900489
Cuiabá - MT,P,Educação,835,41615,40779,60515.56,3268647.174,4.163198,4154.87187097004
Cuiabá - MT,85,Educação,835,41615,40779,60515.56,3268647.174,4.163198,4154.87187097004
Cuiabá - MT,Q,Saúde humana e serviços sociais,1610,21013,18566,18425.21,941928.939,3.940323,3932.4421393715
Cuiabá - MT,86,Atividades de atenção à saúde humana,1532,20035,17631,17501.05,912214.373,4.017528,4009.49293811602
Cuiabá - MT,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",39,295,261,243.45,5378.377,1.702815,1699.40976665561
Cuiabá - MT,88,Serviços de assistência social sem alojamento,39,683,674,680.71,24336.189,2.755602,2750.09113787301
Cuiabá - MT,R,"Artes, cultura, esporte e recreação",240,947,672,707.5,15245.603,1.660903,1657.58119054091
Cuiabá - MT,90,"Atividades artísticas, criativas e de espetáculos",49,139,78,83.74,1750.359,1.611092,1607.86959636972
Cuiabá - MT,91,Atividades ligadas ao patrimônio cultural e ambiental,10,21,14,13.96,253.086,1.397362,1394.56689442363
Cuiabá - MT,92,Atividades de exploração de jogos de azar e apostas,,,,,,,
Cuiabá - MT,93,Atividades esportivas e de recreação e lazer,181,787,580,609.8,13242.158,1.673776,1670.42889219668
Cuiabá - MT,S,Outras atividades de serviços,1222,7478,6606,6764.23,201618.753,2.297411,2292.81601100995
Cuiabá - MT,94,Atividades de organizações associativas,689,4894,4653,4699.48,159583.428,2.617364,2612.12906698024
Cuiabá - MT,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,211,867,642,646.96,14326.121,1.706779,1703.36544406502
Cuiabá - MT,96,Outras atividades de serviços pessoais,322,1717,1311,1417.79,27709.204,1.506393,1503.3800709338
Cuiabá - MT,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Cuiabá - MT,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Goiânia - GO,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",395,2075,1401,1403.61,37281.849,2.047279,2043.18474395419
Goiânia - GO,01,"Agricultura, pecuária e serviços relacionados",374,2009,1357,1357.11,36422.052,2.068595,2064.4577872776
Goiânia - GO,02,Produção florestal,13,32,19,23.94,460.473,1.482539,1479.57393483709
Goiânia - GO,03,Pesca e aquicultura,8,34,25,22.56,399.324,1.364308,1361.57937806874
Goiânia - GO,B,Indústrias extrativas,51,212,162,146.32,7102.932,3.741623,3734.14013542499
Goiânia - GO,05,Extração de carvão mineral,,,,,,,
Goiânia - GO,06,Extração de petróleo e gás natural,,,,,,,
Goiânia - GO,07,Extração de minerais metálicos,21,42,26,20.41,2656.089,10.030573,10010.5114385859
Goiânia - GO,08,Extração de minerais não-metálicos,22,123,100,103.44,3888.418,2.897414,2891.61907311559
Goiânia - GO,09,Atividades de apoio à extração de minerais,8,47,36,22.47,558.425,1.915525,1911.69422477834
Goiânia - GO,C,Indústrias de transformação,5279,44598,38351,39046.42,1031140.023,2.03546,2031.38887784571
Goiânia - GO,10,Fabricação de produtos alimentícios,641,10607,9867,10115.05,276766.234,2.108974,2104.75581511632
Goiânia - GO,11,Fabricação de bebidas,15,320,300,417.83,11543.886,2.129504,2125.24526905495
Goiânia - GO,12,Fabricação de produtos do fumo,,,,,,,
Goiânia - GO,13,Fabricação de produtos têxteis,167,901,716,715.5,13178.679,1.419673,1416.83373649411
Goiânia - GO,14,Confecção de artigos do vestuário e acessórios,1642,9205,7358,7508.26,133607.367,1.371568,1368.82443725054
Goiânia - GO,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",174,1041,819,858.81,15677.162,1.407008,1404.19363824541
Goiânia - GO,16,Fabricação de produtos de madeira,39,250,199,177.9,3453.163,1.496123,1493.1305400614
Goiânia - GO,17,"Fabricação de celulose, papel e produtos de papel",39,824,771,636.3,10816.429,1.310232,1307.6111896904
Goiânia - GO,18,Impressão e reprodução de gravações,314,1554,1157,1174.83,25457.805,1.670214,1666.87324319918
Goiânia - GO,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,,,,,,
Goiânia - GO,20,Fabricação de produtos químicos,93,969,870,891.54,51265.386,4.4321,4423.23533522807
Goiânia - GO,21,Fabricação de produtos farmoquímicos e farmacêuticos,20,1245,1225,1469.11,77672.433,4.075104,4066.95382814189
Goiânia - GO,22,Fabricação de produtos de borracha e de material plástico,184,2546,2318,2259.27,60143.19,2.051844,2047.74074403202
Goiânia - GO,23,Fabricação de produtos de minerais não-metálicos,192,1743,1533,1541.95,32447.468,1.621947,1618.70299096798
Goiânia - GO,24,Metalurgia,19,267,247,282.33,11840.44,3.232488,3226.02301180561
Goiânia - GO,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",393,3134,2664,2741.83,71306.185,2.004531,2000.52197030675
Goiânia - GO,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",41,203,151,143.59,3594.092,1.929262,1925.4029903518
Goiânia - GO,27,"Fabricação de máquinas, aparelhos e materiais elétricos",56,473,396,381.8,11178.95,2.25679,2252.27666518918
Goiânia - GO,28,Fabricação de máquinas e equipamentos,114,827,679,665.63,18234.587,2.111491,2107.26760882403
Goiânia - GO,29,"Fabricação de veículos automotores, reboques e carrocerias",143,1103,938,931.9,25438.44,2.104007,2099.79941723691
Goiânia - GO,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",18,,,,,,
Goiânia - GO,31,Fabricação de móveis,255,2137,1826,1906.27,51714.153,2.090986,2086.8039518173
Goiânia - GO,32,Fabricação de produtos diversos,269,2008,1689,1663.72,34958.554,1.619569,1616.32939344453
Goiânia - GO,33,"Manutenção, reparação e instalação de máquinas e equipamentos",449,3032,2445,2378.44,79548.015,2.577883,2572.72753440199
Goiânia - GO,D,Eletricidade e gás,48,1023,974,966.26,125285.58,9.993858,9973.87070528875
Goiânia - GO,35,"Eletricidade, gás e outras utilidades",48,1023,974,966.26,125285.58,9.993858,9973.87070528875
Goiânia - GO,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",144,12667,12479,12757.67,799795.623,4.832076,4822.41194753973
Goiânia - GO,36,"Captação, tratamento e distribuição de água",7,6161,6156,6221.72,545352.526,6.756052,6742.53973301471
Goiânia - GO,37,Esgoto e atividades relacionadas,19,,,,,,
Goiânia - GO,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",116,6361,6201,6432.76,252305.288,3.023118,3017.07184426639
Goiânia - GO,39,Descontaminação e outros serviços de gestão de resíduos,2,,,,,,
Goiânia - GO,F,Construção,4138,37240,30916,31542.61,844505.395,2.063626,2059.49835671615
Goiânia - GO,41,Construção de edifícios,2629,17091,12752,14006.36,336590.97,1.852266,1848.56115913935
Goiânia - GO,42,Obras de infraestrutura,361,9482,8937,9522.76,296196.269,2.397413,2392.6181469044
Goiânia - GO,43,Serviços especializados para construção,1148,10667,9227,8013.49,211718.156,2.036397,2032.32449282398
Goiânia - GO,G,Comércio; reparação de veículos automotores e motocicletas,24495,133408,105712,108330.92,2757093.109,1.961666,1957.74286148121
Goiânia - GO,45,Comércio e reparação de veículos automotores e motocicletas,4182,22781,17883,18149.36,489543.095,2.079006,2074.84788190031
Goiânia - GO,46,"Comércio por atacado, exceto veículos automotores e motocicletas",5037,27923,22094,22710.58,813424.154,2.760673,2755.15150952687
Goiânia - GO,47,Comércio varejista,15276,82704,65735,67470.98,1454125.86,1.661159,1657.8362339574
Goiânia - GO,H,"Transporte, armazenagem e correio",1931,24707,22810,23773.88,716322.569,2.322387,2317.74266871554
Goiânia - GO,49,Transporte terrestre,1331,19142,17825,18404.63,535166.097,2.241236,2236.75362374326
Goiânia - GO,50,Transporte aquaviário,,,,,,,
