ufs,cidades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal,numero_empresas
Minas Gerais,Gouveia - MG,249.0,1982.0,1670.0,1681.45,32795.274,1.503327,1500.32019067792,239.0
Minas Gerais,Governador Valadares - MG,7709.0,65235.0,55264.0,56419.87,1448439.182,1.978765,1974.80778696202,7304.0
Minas Gerais,Grão Mogol - MG,226.0,1878.0,1651.0,1668.68,33982.81,1.569684,1566.54499825749,215.0
Minas Gerais,Grupiara - MG,31.0,408.0,380.0,360.5,6979.34,1.492228,1489.24357196202,31.0
Minas Gerais,Guanhães - MG,1009.0,7365.0,5987.0,6110.38,148375.667,1.871632,1867.88920593381,979.0
Minas Gerais,Guapé - MG,342.0,2006.0,1548.0,1661.21,35909.651,1.666145,1662.81255600065,335.0
Minas Gerais,Guaraciaba - MG,114.0,1601.0,1444.0,1244.22,22983.263,1.423773,1420.92500336943,112.0
Minas Gerais,Guaraciama - MG,95.0,405.0,310.0,316.33,6801.772,1.657325,1654.0107823135,92.0
Minas Gerais,Guaranésia - MG,496.0,4949.0,4361.0,4392.03,111296.006,1.953172,1949.26519872798,474.0
Minas Gerais,Guarani - MG,283.0,1595.0,1210.0,1153.17,24351.488,1.62764,1624.38442260498,272.0
Minas Gerais,Guarará - MG,85.0,624.0,510.0,514.68,9676.832,1.449179,1446.28058659301,85.0
Minas Gerais,Guarda-Mor - MG,199.0,1056.0,828.0,849.31,21481.271,1.949485,1945.58578321044,198.0
Minas Gerais,Guaxupé - MG,2144.0,14837.0,12392.0,12428.13,344255.425,2.135016,2130.74585947053,2076.0
Minas Gerais,Guidoval - MG,213.0,1436.0,1197.0,1196.83,24613.564,1.585142,1581.97160576112,211.0
Minas Gerais,Guimarânia - MG,157.0,814.0,651.0,738.55,17686.322,1.845796,1842.10453956037,155.0
Minas Gerais,Guiricema - MG,215.0,1180.0,943.0,920.34,16232.489,1.359449,1356.73012147685,212.0
Minas Gerais,Gurinhatã - MG,104.0,509.0,417.0,445.27,12001.178,2.077431,2073.27585164403,88.0
Minas Gerais,Heliodora - MG,122.0,830.0,706.0,725.85,14620.395,1.552524,1549.41898357893,121.0
Minas Gerais,Iapu - MG,187.0,1089.0,889.0,849.85,18450.536,1.673373,1670.02647526034,186.0
Minas Gerais,Ibertioga - MG,90.0,591.0,496.0,529.92,10419.239,1.515486,1512.45456498514,90.0
Minas Gerais,Ibiá - MG,553.0,3653.0,3093.0,3287.93,91673.118,2.149045,2144.74709245401,530.0
Minas Gerais,Ibiaí - MG,76.0,584.0,499.0,488.29,8408.507,1.327294,1324.6395190752,74.0
Minas Gerais,Ibiracatu - MG,26.0,387.0,362.0,392.64,7931.336,1.556962,1553.84772114601,26.0
Minas Gerais,Ibiraci - MG,271.0,1576.0,1266.0,1361.35,43318.987,2.452644,2447.73920683936,267.0
Minas Gerais,Ibirité - MG,1769.0,18939.0,16721.0,17595.14,467413.746,2.047552,2043.45651915595,1728.0
Minas Gerais,Ibitiúra de Minas - MG,66.0,419.0,340.0,341.64,7569.497,1.70775,1704.33497248566,66.0
Minas Gerais,Ibituruna - MG,68.0,357.0,301.0,301.39,6900.275,1.764671,1761.14132723509,68.0
Minas Gerais,Icaraí de Minas - MG,82.0,518.0,445.0,470.39,9745.622,1.5969,1593.7057139166,82.0
Minas Gerais,Igarapé - MG,1027.0,7090.0,5806.0,6009.71,149673.802,1.919634,1915.79450333134,1003.0
Minas Gerais,Igaratinga - MG,382.0,3326.0,2790.0,2792.45,62605.699,1.728043,1724.58701140575,356.0
Minas Gerais,Iguatama - MG,202.0,1428.0,1136.0,1161.13,31294.158,2.077345,2073.18984358076,201.0
Minas Gerais,Ijaci - MG,240.0,1682.0,1354.0,1374.58,43493.722,2.438836,2433.95868052563,240.0
Minas Gerais,Ilicínea - MG,237.0,1851.0,1547.0,1603.48,29689.227,1.427123,1424.26889783951,231.0
Minas Gerais,Imbé de Minas - MG,52.0,499.0,445.0,467.74,7848.762,1.29337,1290.78317671553,52.0
Minas Gerais,Inconfidentes - MG,189.0,1121.0,919.0,945.41,18113.253,1.476734,1473.7808504735,184.0
Minas Gerais,Indaiabira - MG,73.0,578.0,505.0,531.64,9580.472,1.388978,1386.20003125307,72.0
Minas Gerais,Indianópolis - MG,83.0,1357.0,1274.0,1158.65,30656.679,2.039384,2035.30494707036,83.0
Minas Gerais,Ingaí - MG,50.0,392.0,349.0,382.69,9018.892,1.816487,1812.8535448455,49.0
Minas Gerais,Inhapim - MG,495.0,3040.0,2434.0,2336.8,49825.248,1.643441,1640.15379348484,488.0
Minas Gerais,Inhaúma - MG,135.0,1195.0,999.0,976.71,22352.692,1.763966,1760.43845783687,134.0
Minas Gerais,Inimutaba - MG,102.0,807.0,715.0,739.67,13912.465,1.449747,1446.84739868403,99.0
Minas Gerais,Ipaba - MG,183.0,1781.0,1587.0,1560.94,29129.59,1.438382,1435.50533159999,177.0
Minas Gerais,Ipanema - MG,456.0,2743.0,2209.0,2231.86,44245.08,1.528003,1524.94676740821,449.0
Minas Gerais,Ipatinga - MG,7638.0,76378.0,66279.0,68832.35,2051520.285,2.297256,2292.66112071297,7276.0
Minas Gerais,Ipiaçu - MG,80.0,866.0,773.0,747.94,18207.022,1.876283,1872.53008776928,78.0
Minas Gerais,Ipuiúna - MG,265.0,1401.0,1091.0,1102.31,25269.084,1.7669,1763.36574312824,259.0
Minas Gerais,Iraí de Minas - MG,239.0,1257.0,1006.0,1032.08,24674.498,1.842727,1839.04184529524,234.0
Minas Gerais,Itabira - MG,3089.0,31982.0,27671.0,27864.63,763410.185,2.111693,2107.46959082591,2966.0
Minas Gerais,Itabirinha - MG,192.0,1329.0,1098.0,1101.21,23266.319,1.628485,1625.22756436451,191.0
Minas Gerais,Itabirito - MG,1925.0,17315.0,15010.0,15107.03,496596.262,2.533672,2528.60505748241,1878.0
Minas Gerais,Itacambira - MG,79.0,662.0,583.0,658.45,15707.813,1.838735,1835.05703955093,76.0
Minas Gerais,Itacarambi - MG,226.0,1988.0,1734.0,1841.28,40609.429,1.699938,1696.53840305072,219.0
Minas Gerais,Itaguara - MG,573.0,3481.0,2828.0,2841.07,60966.64,1.654004,1650.69552614386,555.0
Minas Gerais,Itaipé - MG,96.0,783.0,681.0,683.54,14856.807,1.675281,1671.93040303758,95.0
Minas Gerais,Itajubá - MG,3495.0,27260.0,22477.0,22913.67,822076.689,2.76531,2759.77913553854,3372.0
Minas Gerais,Itamarandiba - MG,827.0,5513.0,4712.0,4701.57,89828.21,1.472638,1469.69252987668,791.0
Minas Gerais,Itamarati de Minas - MG,100.0,595.0,527.0,496.69,10116.938,1.569964,1566.82437737824,90.0
Minas Gerais,Itambacuri - MG,270.0,2215.0,1875.0,2062.96,43923.852,1.641103,1637.82033881115,263.0
Minas Gerais,Itambé do Mato Dentro - MG,40.0,299.0,247.0,241.19,5021.315,1.604665,1601.45528421576,40.0
Minas Gerais,Itamogi - MG,245.0,1473.0,1197.0,1214.03,26540.074,1.684996,1681.62578671545,241.0
Minas Gerais,Itamonte - MG,402.0,3426.0,2973.0,3006.32,80997.204,2.076639,2072.48534881388,387.0
Minas Gerais,Itanhandu - MG,486.0,4269.0,3629.0,3749.59,88277.144,1.81464,1811.01121414916,471.0
Minas Gerais,Itanhomi - MG,222.0,1305.0,1037.0,1012.27,19890.919,1.514553,1511.52428927825,218.0
Minas Gerais,Itaobim - MG,385.0,2812.0,2382.0,2416.71,49999.469,1.594656,1591.46649784211,375.0
Minas Gerais,Itapagipe - MG,321.0,2773.0,2420.0,2454.91,72024.34,2.261361,2256.83786621662,308.0
Minas Gerais,Itapecerica - MG,517.0,4223.0,3574.0,3582.77,88459.556,1.903058,1899.25148161038,495.0
Minas Gerais,Itapeva - MG,352.0,2432.0,2001.0,1986.4,54424.541,2.111807,2107.58314229065,347.0
Minas Gerais,Itatiaiuçu - MG,285.0,3346.0,3015.0,3053.79,132864.809,3.353489,3346.78217004998,277.0
Minas Gerais,Itaú de Minas - MG,506.0,3626.0,3051.0,3048.36,87559.736,2.213932,2209.50422774617,500.0
Minas Gerais,Itaúna - MG,3779.0,30209.0,24745.0,25484.93,737104.485,2.229316,2224.85778850481,3664.0
Minas Gerais,Itaverava - MG,90.0,570.0,468.0,543.57,10816.7,1.533788,1530.72069127039,89.0
Minas Gerais,Itinga - MG,142.0,947.0,830.0,866.78,20226.233,1.79859,1794.99305120455,129.0
Minas Gerais,Itueta - MG,102.0,542.0,425.0,446.16,9433.752,1.629746,1626.48653122026,102.0
Minas Gerais,Ituiutaba - MG,2715.0,23501.0,20153.0,19887.37,532908.677,2.065387,2061.2567249388,2616.0
Minas Gerais,Itumirim - MG,82.0,486.0,389.0,390.42,9254.66,1.827067,1823.41305024569,80.0
Minas Gerais,Iturama - MG,1332.0,11528.0,9789.0,10401.07,317682.671,2.354191,2349.48217235934,1303.0
Minas Gerais,Itutinga - MG,98.0,602.0,493.0,501.77,11451.499,1.759073,1755.55441429647,95.0
Minas Gerais,Jaboticatubas - MG,419.0,2657.0,2153.0,2106.73,51130.068,1.870655,1866.9132512691,412.0
Minas Gerais,Jacinto - MG,139.0,845.0,698.0,742.81,16423.254,1.704149,1700.74074227492,136.0
Minas Gerais,Jacuí - MG,190.0,849.0,665.0,692.46,15310.743,1.704228,1700.81948637966,189.0
Minas Gerais,Jacutinga - MG,1105.0,7182.0,5934.0,6294.87,156412.785,1.915189,1911.35840649731,1002.0
Minas Gerais,Jaguaraçu - MG,68.0,774.0,704.0,716.98,14742.495,1.584857,1581.68718363563,68.0
Minas Gerais,Jaíba - MG,556.0,5023.0,4388.0,4627.24,102896.754,1.71398,1710.5520619369,528.0
Minas Gerais,Jampruca - MG,45.0,400.0,364.0,345.59,7916.29,1.765577,1762.04573227057,39.0
Minas Gerais,Janaúba - MG,1733.0,12975.0,11037.0,11298.77,244662.853,1.669026,1665.6874563814,1666.0
Minas Gerais,Januária - MG,1027.0,6127.0,4954.0,5190.08,119967.145,1.781617,1778.05388800884,973.0
Minas Gerais,Japaraíba - MG,113.0,813.0,705.0,712.69,14973.049,1.619331,1616.09255075839,107.0
Minas Gerais,Japonvar - MG,101.0,580.0,508.0,540.71,9968.31,1.420965,1418.12261086918,99.0
Minas Gerais,Jeceaba - MG,174.0,4194.0,4051.0,4239.07,250862.122,4.561321,4552.19807827951,172.0
Minas Gerais,Jenipapo de Minas - MG,324.0,2193.0,472.0,460.51,8485.274,1.420211,1417.37070772705,324.0
Minas Gerais,Jequeri - MG,165.0,1108.0,905.0,895.19,19010.968,1.636873,1633.59974289944,164.0
Minas Gerais,Jequitaí - MG,133.0,731.0,619.0,631.97,13597.064,1.658345,1655.02792854091,133.0
Minas Gerais,Jequitibá - MG,146.0,934.0,746.0,673.85,14152.092,1.618764,1615.52639539729,146.0
Minas Gerais,Jequitinhonha - MG,269.0,2053.0,1778.0,1748.5,38265.708,1.686826,1683.45210180154,260.0
Minas Gerais,Jesuânia - MG,60.0,435.0,368.0,370.35,7538.279,1.568866,1565.72867661568,60.0
Minas Gerais,Joaíma - MG,124.0,977.0,863.0,893.77,19315.539,1.66574,1662.40832910893,123.0
Minas Gerais,Joanésia - MG,49.0,352.0,301.0,302.21,6057.922,1.545044,1541.95427020946,48.0
Minas Gerais,João Monlevade - MG,2486.0,21562.0,18342.0,19026.04,529812.506,2.146347,2142.05416123619,2416.0
Minas Gerais,João Pinheiro - MG,1500.0,14109.0,12202.0,12379.42,281797.695,1.75454,1751.03080509675,1426.0
Minas Gerais,Joaquim Felício - MG,56.0,463.0,410.0,429.62,8573.33,1.538123,1535.04707200997,56.0
Minas Gerais,Jordânia - MG,131.0,710.0,597.0,646.13,12500.009,1.491133,1488.15122939061,130.0
Minas Gerais,José Gonçalves de Minas - MG,50.0,294.0,251.0,279.14,6215.436,1.716231,1712.79809965774,46.0
Minas Gerais,José Raydan - MG,56.0,527.0,480.0,449.18,8336.478,1.430501,1427.64045251689,54.0
Minas Gerais,Josenópolis - MG,46.0,694.0,651.0,583.8,13918.378,1.837599,1833.92336680106,45.0
Minas Gerais,Nova União - MG,114.0,753.0,604.0,594.62,12698.544,1.646041,1642.74843921004,112.0
Minas Gerais,Juatuba - MG,534.0,6615.0,5930.0,6260.54,215570.764,2.65402,2648.71184618874,531.0
Minas Gerais,Juiz de Fora - MG,21112.0,172866.0,144482.0,145573.82,4524240.985,2.395458,2390.66706711201,19852.0
Minas Gerais,Juramento - MG,60.0,370.0,316.0,342.97,6201.777,1.393754,1390.96646712765,60.0
Minas Gerais,Juruaia - MG,370.0,2654.0,2265.0,2264.45,42028.929,1.430579,1427.71734348806,358.0
Minas Gerais,Juvenília - MG,54.0,433.0,381.0,411.28,7465.579,1.39911,1396.31226340281,53.0
Minas Gerais,Ladainha - MG,84.0,856.0,775.0,772.39,18906.01,1.886641,1882.86806087399,80.0
Minas Gerais,Lagamar - MG,172.0,787.0,628.0,688.52,15328.801,1.716002,1712.56977061166,168.0
Minas Gerais,Lagoa da Prata - MG,1778.0,14054.0,11510.0,11948.05,330040.461,2.129101,2124.84277930129,1727.0
Minas Gerais,Lagoa dos Patos - MG,55.0,442.0,397.0,395.6,7747.254,1.509446,1506.42723808042,53.0
Minas Gerais,Lagoa Dourada - MG,236.0,1674.0,1358.0,1363.53,28564.515,1.614687,1611.45730905472,233.0
Minas Gerais,Lagoa Formosa - MG,384.0,3157.0,2726.0,2799.48,68978.646,1.899168,1895.36974449101,379.0
Minas Gerais,Lagoa Grande - MG,213.0,1220.0,991.0,1041.33,20298.534,1.502458,1499.45328791804,208.0
Minas Gerais,Lagoa Santa - MG,1985.0,19605.0,17134.0,16974.09,568285.206,2.580512,2575.35141002461,1923.0
Minas Gerais,Lajinha - MG,342.0,2476.0,2035.0,2161.78,51153.459,1.823852,1820.20439708872,334.0
Minas Gerais,Lambari - MG,568.0,3385.0,2704.0,2636.04,56963.475,1.6656,1662.26831506,559.0
Minas Gerais,Lamim - MG,71.0,389.0,300.0,307.87,6170.357,1.544788,1541.69891887435,71.0
Minas Gerais,Laranjal - MG,186.0,1048.0,781.0,770.2,16122.84,1.613482,1610.25507860096,186.0
Minas Gerais,Lassance - MG,109.0,1159.0,1035.0,1150.6,28119.703,1.883703,1879.93575258394,107.0
Minas Gerais,Lavras - MG,3572.0,28528.0,23738.0,24668.7,795832.912,2.486576,2481.60285331989,3461.0
Minas Gerais,Leandro Ferreira - MG,73.0,419.0,352.0,355.42,8689.03,1.884324,1880.5551828173,71.0
Minas Gerais,Leme do Prado - MG,92.0,489.0,415.0,444.02,9133.105,1.585412,1582.2407514561,88.0
Minas Gerais,Leopoldina - MG,1394.0,11485.0,9601.0,9719.81,205166.919,1.626955,1623.70156333382,1344.0
Minas Gerais,Liberdade - MG,138.0,606.0,464.0,470.65,9854.849,1.613905,1610.67737744036,134.0
Minas Gerais,Lima Duarte - MG,476.0,2825.0,2230.0,2264.84,43586.104,1.483326,1480.35942087266,452.0
Minas Gerais,Limeira do Oeste - MG,180.0,2253.0,2035.0,2344.68,80713.888,2.653327,2648.02046137836,177.0
Minas Gerais,Lontra - MG,102.0,673.0,582.0,602.15,10884.034,1.393193,1390.40668374223,101.0
Minas Gerais,Luisburgo - MG,85.0,452.0,383.0,400.3,8712.935,1.677664,1674.30869155825,85.0
Minas Gerais,Luislândia - MG,76.0,418.0,367.0,356.07,7813.694,1.691403,1688.02028987386,76.0
Minas Gerais,Luminárias - MG,100.0,659.0,553.0,583.09,11247.068,1.486722,1483.74878135978,98.0
Minas Gerais,Luz - MG,642.0,4215.0,3318.0,3285.43,79107.694,1.855892,1852.17984579468,627.0
Minas Gerais,Machacalis - MG,119.0,590.0,472.0,480.2,11059.51,1.77517,1771.6191971294,119.0
Minas Gerais,Machado - MG,1382.0,9088.0,7183.0,7745.55,200353.199,1.993747,1989.75986708001,1344.0
Minas Gerais,Madre de Deus de Minas - MG,140.0,773.0,629.0,654.66,14094.901,1.659481,1656.16221221115,135.0
Minas Gerais,Malacacheta - MG,234.0,1526.0,1259.0,1262.77,26616.313,1.624612,1621.36310833144,228.0
Minas Gerais,Mamonas - MG,86.0,482.0,411.0,394.26,7479.335,1.462199,1459.27423917836,86.0
Minas Gerais,Manga - MG,313.0,1793.0,1481.0,1535.27,31358.391,1.574328,1571.17896075408,307.0
Minas Gerais,Manhuaçu - MG,2649.0,25629.0,22226.0,20663.13,542684.338,2.024311,2020.26261640531,2546.0
Minas Gerais,Manhumirim - MG,542.0,3421.0,2728.0,2902.01,61516.457,1.633874,1630.60608124926,525.0
Minas Gerais,Mantena - MG,764.0,4727.0,3872.0,3855.29,76111.539,1.521667,1518.62344187617,737.0
Minas Gerais,Maravilhas - MG,221.0,1588.0,1284.0,1278.62,25434.966,1.53326,1530.19336953422,218.0
Minas Gerais,Mar de Espanha - MG,393.0,3463.0,2968.0,3064.94,44346.34,1.115223,1112.99305143883,382.0
Minas Gerais,Maria da Fé - MG,285.0,1710.0,1339.0,1320.68,31868.436,1.859899,1856.17875173861,280.0
Minas Gerais,Mariana - MG,1753.0,18865.0,16838.0,16527.4,526856.602,2.45705,2452.13590299,1704.0
Minas Gerais,Marilac - MG,53.0,368.0,306.0,378.45,8037.707,1.637004,1633.73009339716,53.0
Minas Gerais,Mário Campos - MG,181.0,1476.0,1268.0,1311.81,27314.327,1.604891,1601.68170460896,181.0
Minas Gerais,Maripá de Minas - MG,93.0,795.0,708.0,720.2,13287.264,1.422029,1419.1852690492,90.0
Minas Gerais,Marliéria - MG,72.0,528.0,456.0,458.22,10232.992,1.721293,1717.85000822581,72.0
Minas Gerais,Marmelópolis - MG,49.0,313.0,264.0,286.06,6545.43,1.763629,1760.10143111451,48.0
Minas Gerais,Martinho Campos - MG,555.0,4462.0,3743.0,3778.0,85683.536,1.748081,1744.58476198233,514.0
Minas Gerais,Martins Soares - MG,93.0,690.0,594.0,640.86,14380.1,1.729517,1726.05801339066,92.0
Minas Gerais,Mata Verde - MG,70.0,524.0,454.0,476.86,10221.146,1.652094,1648.79000125823,70.0
Minas Gerais,Materlândia - MG,42.0,369.0,319.0,313.05,6836.927,1.683346,1679.97911368299,42.0
Minas Gerais,Mateus Leme - MG,787.0,6510.0,5389.0,5706.57,132670.465,1.791947,1788.36330486008,755.0
Minas Gerais,Matias Barbosa - MG,571.0,5603.0,4877.0,4769.21,133416.498,2.156201,2151.88837112678,554.0
Minas Gerais,Matias Cardoso - MG,80.0,874.0,796.0,812.53,15064.878,1.429066,1426.20797906634,76.0
Minas Gerais,Matipó - MG,277.0,2218.0,1932.0,2151.68,46348.153,1.660278,1656.9576045051,270.0
Minas Gerais,Mato Verde - MG,277.0,1391.0,1095.0,1035.46,19173.998,1.427268,1424.41322994314,277.0
Minas Gerais,Matozinhos - MG,878.0,10437.0,9338.0,10336.79,261179.35,1.947508,1943.61298147386,853.0
Minas Gerais,Matutina - MG,86.0,587.0,460.0,480.96,10115.012,1.621002,1617.75999283484,84.0
Minas Gerais,Medeiros - MG,72.0,538.0,454.0,469.08,10221.107,1.679489,1676.12987123732,71.0
Minas Gerais,Medina - MG,317.0,1875.0,1572.0,1659.51,37351.422,1.734816,1731.34618513435,310.0
Minas Gerais,Mendes Pimentel - MG,109.0,588.0,466.0,472.21,9535.263,1.556409,1553.29571426012,107.0
Minas Gerais,Mercês - MG,181.0,1143.0,927.0,954.12,18434.367,1.489194,1486.21581223455,173.0
Minas Gerais,Mesquita - MG,69.0,475.0,405.0,421.47,7714.984,1.410894,1408.0724789245,69.0
Minas Gerais,Minas Novas - MG,415.0,2443.0,2046.0,2275.53,43326.761,1.467573,1464.63802684683,393.0
Minas Gerais,Minduri - MG,73.0,619.0,552.0,536.2,11984.759,1.722775,1719.3296129458,73.0
Minas Gerais,Mirabela - MG,200.0,1220.0,997.0,1035.25,20550.166,1.530017,1526.95677372615,193.0
Minas Gerais,Miradouro - MG,287.0,1186.0,942.0,1003.17,19587.401,1.504972,1501.96193451375,285.0
Minas Gerais,Miraí - MG,331.0,2599.0,2223.0,2283.86,49591.539,1.673648,1670.30105576995,322.0
Minas Gerais,Miravânia - MG,34.0,370.0,343.0,355.14,6480.756,1.40654,1403.7272408281,33.0
Minas Gerais,Moeda - MG,95.0,708.0,601.0,613.98,13870.61,1.741275,1737.79276197922,93.0
Minas Gerais,Moema - MG,232.0,1136.0,885.0,862.04,18578.638,1.661164,1657.84186348661,231.0
Minas Gerais,Monjolos - MG,40.0,281.0,258.0,269.21,7468.47,2.13829,2134.01319530364,38.0
Minas Gerais,Monsenhor Paulo - MG,220.0,1481.0,1217.0,1340.63,28706.331,1.650421,1647.12061321342,219.0
Minas Gerais,Montalvânia - MG,289.0,1390.0,1110.0,1145.84,22400.24,1.506797,1503.78358637802,288.0
Minas Gerais,Monte Alegre de Minas - MG,488.0,3070.0,2541.0,2596.3,59705.659,1.772502,1768.95697723684,469.0
Minas Gerais,Monte Azul - MG,462.0,2144.0,1627.0,1625.06,30851.131,1.463281,1460.35464726036,457.0
Minas Gerais,Monte Belo - MG,332.0,4141.0,3759.0,3862.03,95811.106,1.912169,1908.3448541112,322.0
Minas Gerais,Monte Carmelo - MG,1684.0,9668.0,7741.0,7736.65,176817.192,1.761561,1758.03771161142,1634.0
Minas Gerais,Monte Formoso - MG,37.0,284.0,253.0,294.42,5816.831,1.522808,1519.76271469852,36.0
Minas Gerais,Monte Santo de Minas - MG,737.0,3716.0,2864.0,2982.5,63349.378,1.637148,1633.87395705719,722.0
Minas Gerais,Montes Claros - MG,12374.0,100617.0,85094.0,88426.16,2360665.721,2.057689,2053.5740876473,11734.0
Minas Gerais,Monte Sião - MG,1367.0,5943.0,4325.0,4611.14,103343.335,1.727429,1723.97439845511,1263.0
Minas Gerais,Montezuma - MG,102.0,741.0,666.0,680.96,11601.05,1.313112,1310.48587514459,101.0
Minas Gerais,Morada Nova de Minas - MG,266.0,2299.0,1974.0,1986.39,41884.323,1.625223,1621.97302644496,247.0
Minas Gerais,Morro da Garça - MG,42.0,372.0,328.0,450.62,7536.961,1.289175,1286.59675728825,42.0
Minas Gerais,Morro do Pilar - MG,49.0,368.0,318.0,289.38,6514.587,1.73518,1731.70943715211,47.0
Minas Gerais,Munhoz - MG,90.0,729.0,631.0,663.65,14002.908,1.626317,1623.06452080279,88.0
Minas Gerais,Muriaé - MG,3955.0,27428.0,22847.0,23177.94,558453.859,1.857114,1853.39979108783,3748.0
Minas Gerais,Mutum - MG,467.0,3641.0,3086.0,2695.92,69540.355,1.988181,1984.20504945365,452.0
Minas Gerais,Muzambinho - MG,679.0,3928.0,3055.0,3244.61,78584.699,1.866816,1863.08272678499,665.0
Minas Gerais,Nacip Raydan - MG,30.0,279.0,259.0,234.67,5038.708,1.654961,1651.65092716122,30.0
Minas Gerais,Nanuque - MG,814.0,5938.0,5024.0,5201.51,121308.508,1.797579,1793.98361097214,782.0
Minas Gerais,Naque - MG,87.0,688.0,594.0,628.52,12557.004,1.539902,1536.82203369087,86.0
Minas Gerais,Natalândia - MG,78.0,535.0,453.0,398.74,8600.618,1.662516,1659.19145307719,78.0
Minas Gerais,Natércia - MG,109.0,577.0,456.0,466.93,9838.27,1.624026,1620.77827511618,106.0
Minas Gerais,Nazareno - MG,181.0,1410.0,1226.0,1315.73,42696.177,2.501199,2496.19702195155,177.0
Minas Gerais,Nepomuceno - MG,520.0,3493.0,2851.0,3014.03,64783.522,1.656697,1653.38362463341,503.0
Minas Gerais,Ninheira - MG,112.0,843.0,724.0,778.78,15483.139,1.532394,1529.32881212626,112.0
Minas Gerais,Nova Belém - MG,28.0,268.0,244.0,283.02,5357.479,1.459048,1456.12949343074,28.0
Minas Gerais,Nova Era - MG,410.0,4549.0,4027.0,4125.27,116043.907,2.168184,2163.84730808296,403.0
Minas Gerais,Nova Lima - MG,5488.0,63063.0,55391.0,52515.59,2216060.949,3.252517,3246.01183850651,5347.0
Minas Gerais,Nova Módica - MG,69.0,380.0,310.0,320.37,7681.573,1.848096,1844.39938436567,67.0
Minas Gerais,Nova Ponte - MG,532.0,3391.0,2835.0,3129.8,68539.885,1.687924,1684.54816478812,525.0
Minas Gerais,Nova Porteirinha - MG,98.0,1037.0,917.0,954.25,23335.043,1.884832,1881.06188911953,94.0
Minas Gerais,Nova Resende - MG,365.0,1901.0,1466.0,1532.66,35642.934,1.792478,1788.89261404757,363.0
Minas Gerais,Nova Serrana - MG,2666.0,29924.0,26302.0,28875.89,608998.067,1.625574,1622.32246880862,2601.0
Minas Gerais,Novo Cruzeiro - MG,289.0,2147.0,1821.0,1814.76,37832.22,1.606826,1603.6119207117,282.0
Minas Gerais,Novo Oriente de Minas - MG,104.0,668.0,566.0,631.13,12931.294,1.579244,1576.08562907313,101.0
Minas Gerais,Novorizonte - MG,69.0,395.0,332.0,360.28,6665.447,1.425986,1423.13393002024,68.0
Minas Gerais,Olaria - MG,40.0,305.0,264.0,272.07,6083.006,1.723311,1719.8645145056,40.0
Minas Gerais,Olhos-d'Água - MG,154.0,1186.0,1035.0,1186.68,21886.102,1.421546,1418.70285813556,146.0
Minas Gerais,Olímpio Noronha - MG,44.0,315.0,272.0,278.41,7128.232,1.973436,1969.48938063122,43.0
Minas Gerais,Oliveira - MG,1238.0,9747.0,8267.0,8346.52,182229.857,1.68283,1679.46417281601,1194.0
Minas Gerais,Oliveira Fortes - MG,45.0,290.0,240.0,228.4,4745.375,1.601403,1598.19985181194,45.0
Minas Gerais,Onça de Pitangui - MG,52.0,272.0,229.0,233.05,6497.127,2.148812,2144.51405277837,51.0
Minas Gerais,Oratórios - MG,71.0,493.0,408.0,435.11,9965.973,1.765415,1761.88390910875,71.0
Minas Gerais,Orizânia - MG,91.0,518.0,446.0,504.34,10323.25,1.577681,1574.52542698607,88.0
Minas Gerais,Ouro Branco - MG,1485.0,14105.0,12317.0,12471.59,556756.05,3.440878,3433.99586271987,1445.0
Minas Gerais,Ouro Fino - MG,1188.0,6876.0,5425.0,5372.56,128689.245,1.846235,1842.54297621761,1154.0
Minas Gerais,Ouro Preto - MG,1976.0,19872.0,17402.0,17204.17,699219.078,3.132605,3126.33988870587,1907.0
Minas Gerais,Ouro Verde de Minas - MG,66.0,427.0,358.0,342.97,7727.205,1.73657,1733.0973105968,65.0
Minas Gerais,Padre Carvalho - MG,74.0,546.0,473.0,479.5,8425.99,1.354436,1351.72695917221,69.0
Minas Gerais,Padre Paraíso - MG,279.0,1804.0,1514.0,1461.03,29931.758,1.579062,1575.90393289455,273.0
Minas Gerais,Paineiras - MG,109.0,534.0,427.0,443.53,9643.643,1.675885,1672.53329494666,107.0
Minas Gerais,Pains - MG,284.0,2593.0,2188.0,2346.04,63782.801,2.095532,2091.34085850723,277.0
Minas Gerais,Pai Pedro - MG,93.0,559.0,464.0,434.51,7998.549,1.418853,1416.01574187015,93.0
Minas Gerais,Paiva - MG,41.0,260.0,218.0,216.03,4558.894,1.626565,1623.31228924758,40.0
Minas Gerais,Palma - MG,153.0,725.0,568.0,560.06,10785.041,1.484272,1481.30296479223,151.0
Minas Gerais,Palmópolis - MG,48.0,412.0,364.0,386.47,7743.342,1.544325,1541.2365573206,47.0
Minas Gerais,Papagaios - MG,536.0,3807.0,3156.0,3006.09,61790.415,1.584329,1581.15986086706,500.0
Minas Gerais,Paracatu - MG,2504.0,23174.0,20027.0,21405.24,751204.594,2.704981,2699.57116898623,2432.0
Minas Gerais,Pará de Minas - MG,3204.0,31295.0,27026.0,25931.5,665102.464,1.976911,1972.9567514413,3088.0
Minas Gerais,Paraguaçu - MG,690.0,4891.0,4122.0,4291.16,87408.74,1.570024,1566.88383345511,670.0
