uf,atividades,faixa,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Pernambuco,"H Transporte, armazenagem e correio",250 a 499,15,5557,5543,5826.55,226884.925,3.001375,2995.37231096644
Pernambuco,"H Transporte, armazenagem e correio",500 ou mais,18,18721,18686,20352.43,743138.228,2.814359,2808.72991956848
Pernambuco,I Alojamento e alimentação,Total,7666,72856,64214,65626.41,1143869.336,1.343457,1340.77041427494
Pernambuco,I Alojamento e alimentação,0 a 4,3675,7832,4085,5539.66,78230.96,1.088483,1086.3060465527
Pernambuco,I Alojamento e alimentação,5 a 9,1998,13232,10719,10665.21,160742.02,1.161679,1159.35558411234
Pernambuco,I Alojamento e alimentação,10 a 19,1299,17361,15684,15340.33,253174.866,1.272073,1269.5287319313
Pernambuco,I Alojamento e alimentação,20 a 29,337,7859,7493,7527.17,132529.387,1.357084,1354.36933545665
Pernambuco,I Alojamento e alimentação,30 a 49,221,8272,8049,7976.37,148483.732,1.434827,1431.95783777101
Pernambuco,I Alojamento e alimentação,50 a 99,94,6102,6023,6058.1,120938.449,1.5387,1535.62298664344
Pernambuco,I Alojamento e alimentação,100 a 249,28,4282,4259,4188.7,89634.738,1.649389,1646.09063579484
Pernambuco,I Alojamento e alimentação,250 a 499,8,,,,,,
Pernambuco,I Alojamento e alimentação,500 ou mais,6,,,,,,
Pernambuco,J Informação e comunicação,Total,3140,25859,21943,21608.98,987545.247,3.522482,3515.43751718036
Pernambuco,J Informação e comunicação,0 a 4,2206,3668,1097,1234.86,27557.125,1.720055,1716.6147143432
Pernambuco,J Informação e comunicação,5 a 9,455,3000,2269,2230.44,53587.175,1.85181,1848.10637569959
Pernambuco,J Informação e comunicação,10 a 19,266,3553,3185,3035.91,86208.89,2.188715,2184.33783508835
Pernambuco,J Informação e comunicação,20 a 29,84,,,,,,
Pernambuco,J Informação e comunicação,30 a 49,56,2180,2112,1956.14,58838.925,2.318414,2313.77669995305
Pernambuco,J Informação e comunicação,50 a 99,30,2162,2141,2118.75,99345.253,3.614045,3606.81653732698
Pernambuco,J Informação e comunicação,100 a 249,31,4822,4794,4597.72,257939.614,4.324159,4315.51046371479
Pernambuco,J Informação e comunicação,250 a 499,9,2773,2769,2857.32,187804.599,5.066096,5055.96419560449
Pernambuco,J Informação e comunicação,500 ou mais,3,,,,,,
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",Total,3161,23485,20221,20769.65,1449670.178,5.3798,5369.04043233201
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,2111,3164,938,1010.4,32760.008,2.49906,2494.06236677021
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,444,3016,2352,2394.54,137397.643,4.422657,4413.81203134567
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,323,4423,4167,4244.29,302007.436,5.484521,5473.55181450118
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,128,3074,3050,3094.43,220007.903,5.48004,5469.07987776548
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,93,3489,3467,3548.14,283942.026,6.168152,6155.81524621134
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,39,2578,2539,2624.58,206392.257,6.061215,6049.09260206908
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,20,2746,2723,2827.73,216717.172,5.907198,5895.38311377242
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,3,995,985,1025.54,50445.733,3.791385,3783.80267956394
Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Pernambuco,L Atividades imobiliárias,Total,2523,9034,4811,4498.37,104503.371,1.790611,1787.02971212992
Pernambuco,L Atividades imobiliárias,0 a 4,2087,3610,664,727.14,14521.923,1.539332,1536.25299117089
Pernambuco,L Atividades imobiliárias,5 a 9,306,1910,930,893.26,20188.809,1.742043,1738.55910674642
Pernambuco,L Atividades imobiliárias,10 a 19,84,1103,872,866.04,18095.518,1.610494,1607.27324728295
Pernambuco,L Atividades imobiliárias,20 a 29,20,484,448,448,16429.219,2.826604,2820.95106456044
Pernambuco,L Atividades imobiliárias,30 a 49,13,544,527,524.78,12581.669,1.847937,1844.2408100684
Pernambuco,L Atividades imobiliárias,50 a 99,6,411,402,317.37,5791.473,1.406531,1403.71781541079
Pernambuco,L Atividades imobiliárias,100 a 249,7,972,968,721.78,16894.76,1.804153,1800.54438066575
Pernambuco,L Atividades imobiliárias,250 a 499,-,-,-,-,-,-,-
Pernambuco,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Pernambuco,"M Atividades profissionais, científicas e técnicas",Total,7988,52260,41263,40991.91,1256085.843,2.361823,2357.09894764789
Pernambuco,"M Atividades profissionais, científicas e técnicas",0 a 4,6333,10717,2916,3389.41,66670.819,1.516135,1513.10243920374
Pernambuco,"M Atividades profissionais, científicas e técnicas",5 a 9,982,6245,4341,4297.12,98799.136,1.772155,1768.61096233327
Pernambuco,"M Atividades profissionais, científicas e técnicas",10 a 19,392,5131,4321,4207.45,114723.256,2.101641,2097.43807915812
Pernambuco,"M Atividades profissionais, científicas e técnicas",20 a 29,84,2003,1854,1776.26,61439.702,2.666052,2660.72023413066
Pernambuco,"M Atividades profissionais, científicas e técnicas",30 a 49,82,3013,2850,2648.45,85228.26,2.480378,2475.41769714361
Pernambuco,"M Atividades profissionais, científicas e técnicas",50 a 99,61,4162,4086,3728.4,126096.039,2.606784,2601.57046124137
Pernambuco,"M Atividades profissionais, científicas e técnicas",100 a 249,28,3836,3796,3829.03,144992.608,2.918658,2912.8206199642
Pernambuco,"M Atividades profissionais, científicas e técnicas",250 a 499,17,5819,5768,4924.37,253679.504,3.970643,3962.70142170471
Pernambuco,"M Atividades profissionais, científicas e técnicas",500 ou mais,9,11334,11331,12191.42,304456.519,1.924851,1921.0011820419
Pernambuco,N Atividades administrativas e serviços complementares,Total,12918,193521,176130,165528.22,3194184.568,1.487353,1484.37834485727
Pernambuco,N Atividades administrativas e serviços complementares,0 a 4,6989,12986,6858,7995.9,144701.646,1.394865,1392.07541942168
Pernambuco,N Atividades administrativas e serviços complementares,5 a 9,3578,22567,19491,19975.34,365937.353,1.412013,1409.18888759071
Pernambuco,N Atividades administrativas e serviços complementares,10 a 19,1552,20856,13735,13813.07,268778.298,1.499789,1496.78917809782
Pernambuco,N Atividades administrativas e serviços complementares,20 a 29,240,5597,5063,5101.64,115484.732,1.744781,1741.29121676107
Pernambuco,N Atividades administrativas e serviços complementares,30 a 49,199,7537,7324,6942.01,153807.75,1.70773,1704.3140797284
Pernambuco,N Atividades administrativas e serviços complementares,50 a 99,163,11410,11258,11129.7,255095.696,1.766631,1763.09746409641
Pernambuco,N Atividades administrativas e serviços complementares,100 a 249,96,14771,14679,13285.24,271441.929,1.57483,1571.68017925272
Pernambuco,N Atividades administrativas e serviços complementares,250 a 499,47,16184,16148,15876.49,329856.875,1.60139,1598.18736819226
Pernambuco,N Atividades administrativas e serviços complementares,500 ou mais,54,81613,81574,71408.83,1289080.289,1.391407,1388.62409915929
Pernambuco,"O Administração pública, defesa e seguridade social",Total,1016,297200,297188,301779.55,14986726.587,3.827746,3820.09026813422
Pernambuco,"O Administração pública, defesa e seguridade social",0 a 4,334,,,,,,
Pernambuco,"O Administração pública, defesa e seguridade social",5 a 9,68,,,,,,
Pernambuco,"O Administração pública, defesa e seguridade social",10 a 19,89,1294,1294,1297.41,31038.749,1.843967,1840.2787684102
Pernambuco,"O Administração pública, defesa e seguridade social",20 a 29,48,1162,1161,1236.38,30035.59,1.87245,1868.70541419305
Pernambuco,"O Administração pública, defesa e seguridade social",30 a 49,72,2721,2721,2912.92,68396.699,1.809809,1806.18916360955
Pernambuco,"O Administração pública, defesa e seguridade social",50 a 99,74,5283,5283,5270.07,170583.789,2.494867,2489.87772896317
Pernambuco,"O Administração pública, defesa e seguridade social",100 a 249,86,14251,14251,14679.4,513630.917,2.696926,2691.53170691319
Pernambuco,"O Administração pública, defesa e seguridade social",250 a 499,91,32920,32920,35264.4,1465179.682,3.202436,3196.03139099532
Pernambuco,"O Administração pública, defesa e seguridade social",500 ou mais,154,238897,238897,240362.52,12673803.647,4.064118,4055.98998065985
Pernambuco,P Educação,Total,6870,130500,123739,124595.82,5458838.161,3.376936,3370.18230442426
Pernambuco,P Educação,0 a 4,4507,4016,1180,1468.74,23389.721,1.227457,1225.00191163331
Pernambuco,P Educação,5 a 9,799,5514,4073,4211.72,68712.479,1.257483,1254.96835204912
Pernambuco,P Educação,10 a 19,733,9873,8494,8624.04,145041.536,1.296307,1293.71399376269
Pernambuco,P Educação,20 a 29,318,7675,7249,7222.94,135791.116,1.44905,1446.1521847805
Pernambuco,P Educação,30 a 49,226,8412,8073,8167.23,167471.447,1.580491,1577.33025762713
Pernambuco,P Educação,50 a 99,177,12153,11912,11791.03,295395.522,1.930982,1927.1202313571
Pernambuco,P Educação,100 a 249,69,10525,10437,10576.78,354468.324,2.583153,2577.98632039677
Pernambuco,P Educação,250 a 499,27,9639,9631,9829.37,365156.597,2.863384,2857.65710315107
Pernambuco,P Educação,500 ou mais,14,62693,62690,62703.97,3903411.419,4.798167,4788.57107207333
Pernambuco,Q Saúde humana e serviços sociais,Total,7208,169715,158172,157886.4,4915274.276,2.399546,2394.74724378268
Pernambuco,Q Saúde humana e serviços sociais,0 a 4,4976,9268,3110,3167.16,53563.177,1.303534,1300.92713491437
Pernambuco,Q Saúde humana e serviços sociais,5 a 9,1074,6807,4339,4380.81,75989.857,1.336987,1334.31342956773
Pernambuco,Q Saúde humana e serviços sociais,10 a 19,550,7068,4944,4763.76,91954.724,1.48782,1484.8439694049
Pernambuco,Q Saúde humana e serviços sociais,20 a 29,141,3387,3133,3101.68,64664.752,1.606929,1603.71530664275
Pernambuco,Q Saúde humana e serviços sociais,30 a 49,126,4682,4458,4338.08,100825.393,1.791424,1787.84150166398
Pernambuco,Q Saúde humana e serviços sociais,50 a 99,96,6769,6608,6714.59,169338.029,1.943843,1939.95496832558
Pernambuco,Q Saúde humana e serviços sociais,100 a 249,118,20085,19965,20352.6,524456.868,1.986168,1982.19568998555
Pernambuco,Q Saúde humana e serviços sociais,250 a 499,75,24928,24904,25049.13,623532.088,1.918635,1914.79731109347
Pernambuco,Q Saúde humana e serviços sociais,500 ou mais,52,86721,86711,86018.59,3210949.388,2.877181,2871.42705744457
Pernambuco,"R Artes, cultura, esporte e recreação",Total,1669,9771,7796,7826.68,177439.142,1.747423,1743.92779176238
Pernambuco,"R Artes, cultura, esporte e recreação",0 a 4,1169,1936,696,806.66,12880.953,1.230789,1228.32734790561
Pernambuco,"R Artes, cultura, esporte e recreação",5 a 9,241,1594,1223,1162.99,17874.678,1.184645,1182.27605634548
Pernambuco,"R Artes, cultura, esporte e recreação",10 a 19,156,2082,1813,1753.04,29785.987,1.309623,1307.00370170148
Pernambuco,"R Artes, cultura, esporte e recreação",20 a 29,62,1421,1354,1392.79,25268.556,1.398366,1395.56938010976
Pernambuco,"R Artes, cultura, esporte e recreação",30 a 49,23,880,863,838.66,17775.306,1.633643,1630.37611281
Pernambuco,"R Artes, cultura, esporte e recreação",50 a 99,10,,,,,,
Pernambuco,"R Artes, cultura, esporte e recreação",100 a 249,7,917,913,925.56,32521.612,2.70828,2702.86363016818
Pernambuco,"R Artes, cultura, esporte e recreação",250 a 499,1,,,,,,
Pernambuco,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Pernambuco,S Outras atividades de serviços,Total,7883,31913,25404,25448.26,542483.344,1.643064,1639.77765080992
Pernambuco,S Outras atividades de serviços,0 a 4,6284,7893,4018,4513.92,76027.122,1.298198,1295.60119670844
Pernambuco,S Outras atividades de serviços,5 a 9,909,5933,4429,4358.47,85552.297,1.512947,1509.92112440304
Pernambuco,S Outras atividades de serviços,10 a 19,457,5940,5011,4990.12,110388.705,1.70506,1701.65023008542
Pernambuco,S Outras atividades de serviços,20 a 29,108,2564,2454,2443.08,57443.667,1.812302,1808.67741350452
Pernambuco,S Outras atividades de serviços,30 a 49,70,2746,2700,2640.57,77374.673,2.258537,2254.02012560808
Pernambuco,S Outras atividades de serviços,50 a 99,40,2840,2799,2673.64,64109.119,1.848175,1844.47819912467
Pernambuco,S Outras atividades de serviços,100 a 249,11,1631,1629,1454.71,42649.684,2.259777,2255.25700866628
Pernambuco,S Outras atividades de serviços,250 a 499,2,,,,,,
Pernambuco,S Outras atividades de serviços,500 ou mais,2,,,,,,
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,Total,6,20,19,21.85,1219.32,4.301227,4292.62453793346
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,3,,,,,,
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,3,,,,,,
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",Total,289,4540,4058,3186.16,53555.354,1.295572,1292.98045778762
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",0 a 4,164,,,,,,
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",5 a 9,48,307,199,208.28,3120.587,1.154821,1152.5117814776
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",10 a 19,33,432,323,305,4675.393,1.181529,1179.16595208071
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",20 a 29,15,362,343,343.54,6977.182,1.565413,1562.28185274585
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",30 a 49,9,321,303,252.62,5263.554,1.60597,1602.75817128798
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",50 a 99,8,,,,,,
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",100 a 249,10,1599,1579,1130.99,19429.882,1.324151,1321.50267260746
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",250 a 499,2,,,,,,
Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",500 ou mais,-,-,-,-,-,-,-
Alagoas,B Indústrias extrativas,Total,60,1160,1093,1299.72,70932.187,4.206488,4198.07502917788
Alagoas,B Indústrias extrativas,0 a 4,33,,,,,,
Alagoas,B Indústrias extrativas,5 a 9,10,,,,,,
Alagoas,B Indústrias extrativas,10 a 19,4,,,,,,
Alagoas,B Indústrias extrativas,20 a 29,4,,,,,,
Alagoas,B Indústrias extrativas,30 a 49,3,,,,,,
Alagoas,B Indústrias extrativas,50 a 99,4,,,,,,
Alagoas,B Indústrias extrativas,100 a 249,1,,,,,,
Alagoas,B Indústrias extrativas,250 a 499,1,,,,,,
Alagoas,B Indústrias extrativas,500 ou mais,-,-,-,-,-,-,-
Alagoas,C Indústrias de transformação,Total,2009,66091,63725,55050.08,1280067.888,1.792261,1788.67606759853
Alagoas,C Indústrias de transformação,0 a 4,1110,2143,976,1246.32,20773.599,1.284719,1282.14997259625
Alagoas,C Indústrias de transformação,5 a 9,406,2663,2129,2148.38,34422.781,1.234983,1232.5129775781
Alagoas,C Indústrias de transformação,10 a 19,258,3473,3103,3070.61,52850.186,1.326624,1323.97110772027
Alagoas,C Indústrias de transformação,20 a 29,78,1810,1711,1722.74,34697.962,1.552424,1549.31910793271
Alagoas,C Indústrias de transformação,30 a 49,62,2351,2293,2395.47,46910.575,1.509406,1506.38737668632
Alagoas,C Indústrias de transformação,50 a 99,37,2676,2622,2591.36,76540.205,2.276607,2272.05331444611
Alagoas,C Indústrias de transformação,100 a 249,24,3754,3719,3848.96,133752.789,2.678462,2673.10548224016
Alagoas,C Indústrias de transformação,250 a 499,18,5984,5962,6296.04,205220.834,2.51235,2507.32492169681
Alagoas,C Indústrias de transformação,500 ou mais,16,41237,41210,31730.2,674898.957,1.639427,1636.14803514051
Alagoas,D Eletricidade e gás,Total,90,1945,1909,1612.96,147987.116,7.071742,7057.59864329699
Alagoas,D Eletricidade e gás,0 a 4,71,,,,,6.930779,-
Alagoas,D Eletricidade e gás,5 a 9,3,,,,,,
Alagoas,D Eletricidade e gás,10 a 19,4,,,,,,
Alagoas,D Eletricidade e gás,20 a 29,1,,,,,,
Alagoas,D Eletricidade e gás,30 a 49,6,244,241,272.06,19905.327,5.639372,5628.09306770565
Alagoas,D Eletricidade e gás,50 a 99,1,,,,,,
Alagoas,D Eletricidade e gás,100 a 249,2,,,,,,
Alagoas,D Eletricidade e gás,250 a 499,1,,,,,,
Alagoas,D Eletricidade e gás,500 ou mais,1,,,,,,
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,175,4785,4605,4462.96,153768.608,2.65565,2650.33844388891
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",0 a 4,105,169,67,73.26,1081.694,1.138056,1135.77983577984
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",5 a 9,15,110,91,86.97,1409.165,1.248874,1246.37585020476
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",10 a 19,18,229,193,179.89,4190.964,1.795697,1792.10543195201
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",20 a 29,7,170,164,161.01,3880.374,1.857577,1853.86191970876
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",30 a 49,12,459,445,420.17,10119.585,1.856367,1852.65396240716
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",50 a 99,6,460,457,453.68,8458.194,1.436991,1434.11723614069
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",100 a 249,9,1060,1060,984.36,36427.679,2.852355,2846.65077191897
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",250 a 499,1,,,,,,
Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",500 ou mais,2,,,,,,
Alagoas,F Construção,Total,1734,22836,20148,20913.49,407012.124,1.500054,1497.05405090575
Alagoas,F Construção,0 a 4,1154,2005,593,1067.95,18299.996,1.320767,1318.1253804017
Alagoas,F Construção,5 a 9,222,,,,,,
Alagoas,F Construção,10 a 19,163,2210,1781,1911.24,32915.286,1.32742,1324.76563745164
Alagoas,F Construção,20 a 29,69,1657,1463,1512.2,27404.956,1.396838,1394.04413335639
Alagoas,F Construção,30 a 49,45,1756,1651,1733.14,32952.131,1.465467,1462.5358065086
Alagoas,F Construção,50 a 99,39,2790,2743,2568.06,49506.598,1.485881,1482.90921791307
Alagoas,F Construção,100 a 249,27,4072,4025,4184.35,90351.915,1.664315,1660.98612871588
Alagoas,F Construção,250 a 499,12,4078,4062,4539.23,99437.2,1.688468,1685.09094815979
Alagoas,F Construção,500 ou mais,3,,,,,,
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,Total,18123,103145,83895,85138.08,1535940.303,1.390518,1387.73688667777
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,12674,24244,11283,12737.31,196826.764,1.191057,1188.67486994446
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,3303,21343,17264,16814.25,270593.212,1.240411,1237.92987861715
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,1447,19138,17410,17450.94,307474.332,1.358051,1355.33511044721
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,304,7170,6910,6931.86,133917.135,1.489061,1486.08282292532
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,196,7419,7298,7212.13,139214.381,1.487807,1484.8316015465
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,113,7811,7744,7819.5,159476.42,1.571968,1568.82370011854
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,72,11181,11147,11195.97,222309.663,1.530463,1527.4016728959
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,12,,,,,,
Alagoas,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,2,,,,,,
Alagoas,"H Transporte, armazenagem e correio",Total,2292,15902,13635,13788.37,405463.325,2.266547,2262.01404070688
Alagoas,"H Transporte, armazenagem e correio",0 a 4,1808,2688,998,1265.99,29805.79,1.814665,1811.03569295419
Alagoas,"H Transporte, armazenagem e correio",5 a 9,228,1480,1192,1153.37,23028.535,1.538947,1535.86946880079
Alagoas,"H Transporte, armazenagem e correio",10 a 19,126,1667,1490,1518.35,38621.89,1.960594,1956.67310922028
Alagoas,"H Transporte, armazenagem e correio",20 a 29,44,1048,1012,1028.16,44209.883,3.314246,3307.61771588977
Alagoas,"H Transporte, armazenagem e correio",30 a 49,47,1689,1659,1650.12,49008.808,2.289205,2284.62675907953
Alagoas,"H Transporte, armazenagem e correio",50 a 99,21,1305,1272,1216.36,31403.886,1.989974,1985.99389856748
Alagoas,"H Transporte, armazenagem e correio",100 a 249,12,1973,1966,1689.42,71085.917,3.243187,3236.70103440143
Alagoas,"H Transporte, armazenagem e correio",250 a 499,3,1113,1112,1222.07,45256.25,2.854359,2848.65024098456
Alagoas,"H Transporte, armazenagem e correio",500 ou mais,3,2939,2934,3044.53,73042.366,1.849186,1845.48798614615
Alagoas,I Alojamento e alimentação,Total,2807,25969,22702,22383.36,380787.912,1.311245,1308.62291658419
Alagoas,I Alojamento e alimentação,0 a 4,1396,2987,1497,1741.89,24423.025,1.080699,1078.53781281782
Alagoas,I Alojamento e alimentação,5 a 9,703,4675,3774,3711.51,53525.371,1.111566,1109.34262086569
Alagoas,I Alojamento e alimentação,10 a 19,440,5962,5375,5325.58,82951.629,1.200561,1198.15955040794
Alagoas,I Alojamento e alimentação,20 a 29,118,2750,2615,2534.52,40274.602,1.22479,1222.34044619585
Alagoas,I Alojamento e alimentação,30 a 49,85,3096,3005,2904.56,49091.882,1.302733,1300.12759777199
Alagoas,I Alojamento e alimentação,50 a 99,51,3326,3277,3125.09,58603.082,1.445387,1442.49585919618
Alagoas,I Alojamento e alimentação,100 a 249,9,1375,1363,1322.74,31633.245,1.843297,1839.61061014375
Alagoas,I Alojamento e alimentação,250 a 499,4,,,,,,
Alagoas,I Alojamento e alimentação,500 ou mais,1,,,,,,
Alagoas,J Informação e comunicação,Total,830,5465,4515,4672.03,131890.599,2.175877,2171.525159793
Alagoas,J Informação e comunicação,0 a 4,591,998,339,373.81,7150.138,1.474313,1471.36410311285
Alagoas,J Informação e comunicação,5 a 9,114,763,593,544.36,10349.395,1.465396,1462.46474335423
Alagoas,J Informação e comunicação,10 a 19,69,911,830,817.27,19602.52,1.848726,1845.02814718043
Alagoas,J Informação e comunicação,20 a 29,19,,,,,,
Alagoas,J Informação e comunicação,30 a 49,20,715,694,737.74,19570.505,2.044677,2040.5880954516
Alagoas,J Informação e comunicação,50 a 99,12,781,776,813.48,21561.915,2.042991,2038.90550001702
Alagoas,J Informação e comunicação,100 a 249,4,582,581,659.06,30064.461,3.516046,3509.01412034389
Alagoas,J Informação e comunicação,250 a 499,1,,,,,,
Alagoas,J Informação e comunicação,500 ou mais,-,-,-,-,-,-,-
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",Total,897,6248,5261,5274.57,375573.185,5.488247,5477.27018505774
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,566,906,285,289.35,10672.091,2.842838,2837.15250362218
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,150,975,765,773.83,45983.511,4.580181,4571.0209656464
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,110,1430,1330,1304.56,100513.259,5.938618,5926.74093475666
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,30,694,692,683.57,61627.508,6.948927,6935.02865611647
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,31,1180,1160,1174.12,98916.307,6.49354,6480.55283302192
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,6,,,,,,
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,3,398,384,384.32,25419.532,5.09801,5087.81384102991
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,1,,,,,,
Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Alagoas,L Atividades imobiliárias,Total,578,3038,2094,2055.08,32951.94,1.235886,1233.4140838238
Alagoas,L Atividades imobiliárias,0 a 4,460,763,129,151.37,3089.788,1.573312,1570.16581885446
Alagoas,L Atividades imobiliárias,5 a 9,64,413,218,211.31,4463.646,1.628155,1624.89889080207
Alagoas,L Atividades imobiliárias,10 a 19,27,353,288,300.39,4893.309,1.255577,1253.06563006553
Alagoas,L Atividades imobiliárias,20 a 29,7,,,,,,
Alagoas,L Atividades imobiliárias,30 a 49,10,372,359,315.33,4634.608,1.132854,1130.58797986968
Alagoas,L Atividades imobiliárias,50 a 99,8,538,524,524.8,8104.964,1.190374,1187.99308161351
Alagoas,L Atividades imobiliárias,100 a 249,1,,,,,,
Alagoas,L Atividades imobiliárias,250 a 499,1,,,,,,
Alagoas,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Alagoas,"M Atividades profissionais, científicas e técnicas",Total,2225,8304,5292,5338.88,124750.529,1.801019,1797.41716211294
Alagoas,"M Atividades profissionais, científicas e técnicas",0 a 4,1780,3110,956,1046.35,19402.171,1.429221,1426.36277756744
Alagoas,"M Atividades profissionais, científicas e técnicas",5 a 9,285,1807,1264,1265.55,25698.356,1.565136,1562.00593843358
Alagoas,"M Atividades profissionais, científicas e técnicas",10 a 19,108,1413,1185,1238.79,29970.906,1.864783,1861.05337280113
Alagoas,"M Atividades profissionais, científicas e técnicas",20 a 29,27,615,559,535.65,13351.02,1.921142,1917.29961441527
Alagoas,"M Atividades profissionais, científicas e técnicas",30 a 49,17,622,593,535.33,12802.131,1.843261,1839.57429565372
Alagoas,"M Atividades profissionais, científicas e técnicas",50 a 99,5,,,,,,
Alagoas,"M Atividades profissionais, científicas e técnicas",100 a 249,3,,,,,,
Alagoas,"M Atividades profissionais, científicas e técnicas",250 a 499,-,-,-,-,-,-,-
Alagoas,"M Atividades profissionais, científicas e técnicas",500 ou mais,-,-,-,-,-,-,-
Alagoas,N Atividades administrativas e serviços complementares,Total,2676,38417,35680,36302.14,598654.406,1.271072,1268.52959420786
Alagoas,N Atividades administrativas e serviços complementares,0 a 4,1592,2983,1529,1902.19,32388.929,1.312408,1309.7829748464
Alagoas,N Atividades administrativas e serviços complementares,5 a 9,651,3974,3363,3382.58,56199.02,1.28058,1278.01900870387
Alagoas,N Atividades administrativas e serviços complementares,10 a 19,224,2966,2481,2409.58,41576.74,1.32995,1327.28972237102
Alagoas,N Atividades administrativas e serviços complementares,20 a 29,56,1355,1300,1278.08,26492.132,1.597662,1594.46694079581
Alagoas,N Atividades administrativas e serviços complementares,30 a 49,60,2265,2215,2121.82,44359.517,1.611404,1608.18096655774
Alagoas,N Atividades administrativas e serviços complementares,50 a 99,50,3425,3380,3165.59,58218.128,1.417522,1414.68653188238
