uf,atividades,faixa,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Tocantins,N Atividades administrativas e serviços complementares,30 a 49,37,1434,1388,1271.82,28215.743,1.709984,1706.56364047646
Tocantins,N Atividades administrativas e serviços complementares,50 a 99,25,1838,1802,1604.4,31004.636,1.489499,1486.51957117926
Tocantins,N Atividades administrativas e serviços complementares,100 a 249,14,1976,1969,2173.81,55232.587,1.958393,1954.47648987793
Tocantins,N Atividades administrativas e serviços complementares,250 a 499,2,,,,,,
Tocantins,N Atividades administrativas e serviços complementares,500 ou mais,3,3099,3097,3447.73,42718.91,0.955021,953.111177499398
Tocantins,"O Administração pública, defesa e seguridade social",Total,635,84202,84202,86697.14,4295313.356,3.818706,3811.06827390509
Tocantins,"O Administração pública, defesa e seguridade social",0 a 4,120,,,,,,
Tocantins,"O Administração pública, defesa e seguridade social",5 a 9,69,,,,,,
Tocantins,"O Administração pública, defesa e seguridade social",10 a 19,51,722,722,749.08,19231.629,1.978855,1974.89730993095
Tocantins,"O Administração pública, defesa e seguridade social",20 a 29,35,838,838,868.46,17428.556,1.546813,1543.71894370052
Tocantins,"O Administração pública, defesa e seguridade social",30 a 49,53,2070,2070,2211.24,63801.207,2.22392,2219.47194960572
Tocantins,"O Administração pública, defesa e seguridade social",50 a 99,144,10307,10307,10801.49,275566.906,1.966389,1962.45650439822
Tocantins,"O Administração pública, defesa e seguridade social",100 a 249,99,15725,15725,16639.04,523142.325,2.423359,2418.51196389289
Tocantins,"O Administração pública, defesa e seguridade social",250 a 499,39,13228,13228,13927.86,482329.129,2.669225,2663.88667694159
Tocantins,"O Administração pública, defesa e seguridade social",500 ou mais,25,40646,40646,40758.63,2898187.271,5.480661,5469.70009503792
Tocantins,P Educação,Total,1311,29886,29041,33832.8,1584067.975,3.608793,3601.57547386878
Tocantins,P Educação,0 a 4,1031,871,358,1240.48,16909.211,1.050654,1048.5526074274
Tocantins,P Educação,5 a 9,114,,,,,,
Tocantins,P Educação,10 a 19,58,781,693,683.99,13671.064,1.54056,1537.47906795758
Tocantins,P Educação,20 a 29,31,773,740,762.38,16415.04,1.659574,1656.25460349876
Tocantins,P Educação,30 a 49,26,970,940,980.07,25970.258,2.042421,2038.33619419649
Tocantins,P Educação,50 a 99,24,1598,1576,1652.53,58365.987,2.722304,2716.8591842159
Tocantins,P Educação,100 a 249,15,2424,2416,2504.71,95025.905,2.924224,2918.37578003042
Tocantins,P Educação,250 a 499,5,1670,1665,1798.65,94163.208,4.035159,4027.08903472476
Tocantins,P Educação,500 ou mais,7,,,,,,
Tocantins,Q Saúde humana e serviços sociais,Total,1641,26173,24089,23635.09,1132992.24,3.694841,3687.45154897947
Tocantins,Q Saúde humana e serviços sociais,0 a 4,1279,2154,843,840.82,14139.131,1.296122,1293.52948495333
Tocantins,Q Saúde humana e serviços sociais,5 a 9,217,1390,895,878.56,16122.365,1.414436,1411.60754311251
Tocantins,Q Saúde humana e serviços sociais,10 a 19,67,870,714,698.91,15048.581,1.659588,1656.26926763983
Tocantins,Q Saúde humana e serviços sociais,20 a 29,15,354,318,307.33,7971.039,1.999107,1995.10899083671
Tocantins,Q Saúde humana e serviços sociais,30 a 49,17,639,604,633.1,17670.412,2.151297,2146.99488475511
Tocantins,Q Saúde humana e serviços sociais,50 a 99,21,1428,1397,1369.41,36315.323,2.044008,2039.91966220152
Tocantins,Q Saúde humana e serviços sociais,100 a 249,15,2322,2304,2207.7,51518.344,1.798655,1795.0579963136
Tocantins,Q Saúde humana e serviços sociais,250 a 499,6,2054,2052,2077.29,70214.148,2.605275,2600.06465524424
Tocantins,Q Saúde humana e serviços sociais,500 ou mais,4,14962,14962,14621.97,903992.897,4.765245,4755.71452778567
Tocantins,"R Artes, cultura, esporte e recreação",Total,311,786,459,475.52,8886.069,1.440347,1437.46586732581
Tocantins,"R Artes, cultura, esporte e recreação",0 a 4,270,393,141,161.34,2523.132,1.20538,1202.96936235947
Tocantins,"R Artes, cultura, esporte e recreação",5 a 9,27,176,136,123.63,2635.964,1.643394,1640.10726796458
Tocantins,"R Artes, cultura, esporte e recreação",10 a 19,11,130,100,107.11,2012.141,1.447953,1445.05720215738
Tocantins,"R Artes, cultura, esporte e recreação",20 a 29,2,,,,,,
Tocantins,"R Artes, cultura, esporte e recreação",30 a 49,1,,,,,,
Tocantins,"R Artes, cultura, esporte e recreação",50 a 99,-,-,-,-,-,-,-
Tocantins,"R Artes, cultura, esporte e recreação",100 a 249,-,-,-,-,-,-,-
Tocantins,"R Artes, cultura, esporte e recreação",250 a 499,-,-,-,-,-,-,-
Tocantins,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Tocantins,S Outras atividades de serviços,Total,1600,4262,3358,3494.59,76339.356,1.683753,1680.38543973575
Tocantins,S Outras atividades de serviços,0 a 4,1388,1471,836,946.71,16547.39,1.34722,1344.52594125567
Tocantins,S Outras atividades de serviços,5 a 9,123,799,698,692.35,15230.071,1.695518,1692.12670336813
Tocantins,S Outras atividades de serviços,10 a 19,60,753,604,672.5,13781.098,1.579493,1576.3337718044
Tocantins,S Outras atividades de serviços,20 a 29,12,,,,,,
Tocantins,S Outras atividades de serviços,30 a 49,9,321,314,310.33,8545.36,2.122427,2118.18188578412
Tocantins,S Outras atividades de serviços,50 a 99,6,393,393,378.94,9065.219,1.843886,1840.1977581188
Tocantins,S Outras atividades de serviços,100 a 249,2,,,,,,
Tocantins,S Outras atividades de serviços,250 a 499,-,-,-,-,-,-,-
Tocantins,S Outras atividades de serviços,500 ou mais,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,Total,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Tocantins,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",Total,864,12643,11641,12700.8,280215.842,1.700543,1697.14228782681
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",0 a 4,561,773,259,508.48,9794.129,1.484629,1481.6601212664
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",5 a 9,123,795,574,566.2,10068.852,1.37068,1367.93902670978
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",10 a 19,76,996,835,823.32,16378.496,1.533315,1530.24863685117
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",20 a 29,20,478,450,443.35,8324.656,1.447257,1444.36258902933
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",30 a 49,27,1030,997,1053.15,24536.36,1.795751,1792.15905397361
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",50 a 99,30,2144,2124,2033.42,41649.655,1.578739,1575.58183522569
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",100 a 249,16,2513,2495,2725,62610.353,1.770948,1767.40587155963
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",250 a 499,11,3914,3907,4547.88,106853.341,1.810945,1807.32292171974
Maranhão,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",500 ou mais,-,-,-,-,-,-,-
Maranhão,B Indústrias extrativas,Total,141,1721,1569,1602.88,99130.22,4.766846,4757.31279850116
Maranhão,B Indústrias extrativas,0 a 4,95,145,45,78.96,2634.293,2.571479,2566.33641181514
Maranhão,B Indústrias extrativas,5 a 9,18,124,98,97.94,3212.924,2.52852,2523.46334490504
Maranhão,B Indústrias extrativas,10 a 19,9,,,,,,
Maranhão,B Indústrias extrativas,20 a 29,11,272,258,292.4,9108.199,2.40094,2396.13779858992
Maranhão,B Indústrias extrativas,30 a 49,2,,,,,,
Maranhão,B Indústrias extrativas,50 a 99,2,,,,,,
Maranhão,B Indústrias extrativas,100 a 249,3,541,541,526.77,56651.718,8.289306,8272.72711342419
Maranhão,B Indústrias extrativas,250 a 499,1,,,,,,
Maranhão,B Indústrias extrativas,500 ou mais,-,-,-,-,-,-,-
Maranhão,C Indústrias de transformação,Total,3069,37256,33622,34640.09,914748.513,2.035395,2031.32469432872
Maranhão,C Indústrias de transformação,0 a 4,1942,3616,1494,1901.32,30491.034,1.23607,1233.59779197934
Maranhão,C Indústrias de transformação,5 a 9,490,3250,2571,2609.84,45395.173,1.34067,1337.98868306693
Maranhão,C Indústrias de transformação,10 a 19,328,4455,3962,3960.6,73242.924,1.42538,1422.52968664421
Maranhão,C Indústrias de transformação,20 a 29,119,2800,2642,2794.82,55036.02,1.517817,1514.7809161234
Maranhão,C Indústrias de transformação,30 a 49,78,3000,2913,3039.03,61510.531,1.560057,1556.9373476709
Maranhão,C Indústrias de transformação,50 a 99,55,3494,3431,3302.39,76240.431,1.779439,1775.88005609923
Maranhão,C Indústrias de transformação,100 a 249,35,5213,5192,5106.04,131294.08,1.981924,1977.96034018234
Maranhão,C Indústrias de transformação,250 a 499,11,3583,3578,4251.87,83844.476,1.519919,1516.87964987713
Maranhão,C Indústrias de transformação,500 ou mais,11,7845,7839,7674.18,357693.844,3.592573,3585.38776480654
Maranhão,D Eletricidade e gás,Total,187,2155,2133,2189.51,132959.678,4.680574,4671.2129830243
Maranhão,D Eletricidade e gás,0 a 4,153,97,93,159.89,10883.235,5.246417,5235.92421713005
Maranhão,D Eletricidade e gás,5 a 9,11,72,72,72.01,2674.029,2.862196,2856.47185754115
Maranhão,D Eletricidade e gás,10 a 19,6,,,,,,
Maranhão,D Eletricidade e gás,20 a 29,3,,,,,,
Maranhão,D Eletricidade e gás,30 a 49,3,122,122,120.58,3783.506,2.418495,2413.65834364673
Maranhão,D Eletricidade e gás,50 a 99,8,578,574,565.8,31059.215,4.231103,4222.64118878647
Maranhão,D Eletricidade e gás,100 a 249,2,,,,,,
Maranhão,D Eletricidade e gás,250 a 499,-,-,-,-,-,-,-
Maranhão,D Eletricidade e gás,500 ou mais,1,,,,,,
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,218,6595,6390,6475.67,281628.995,3.352114,3345.40964041618
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",0 a 4,133,227,83,99.88,1568.275,1.210235,1207.81476233018
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",5 a 9,30,192,163,160.27,2613.674,1.256971,1254.45714203436
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",10 a 19,17,242,225,203.92,4033.942,1.52474,1521.69101004919
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",20 a 29,14,338,331,338.73,8744.65,1.989825,1985.84531814538
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",30 a 49,5,161,158,156.48,3350.585,1.650395,1647.09424649992
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",50 a 99,12,890,886,932.38,25211.115,2.084132,2079.96368268468
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",100 a 249,4,566,565,559.57,12049.341,1.659721,1656.40113768677
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",250 a 499,1,,,,,,
Maranhão,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",500 ou mais,2,,,,,,
Maranhão,F Construção,Total,3060,37743,33642,32678.99,709631.885,1.67375,1670.40254539455
Maranhão,F Construção,0 a 4,2205,3613,985,1390.51,23437.85,1.299181,1296.5829360893
Maranhão,F Construção,5 a 9,386,2499,1801,1856.89,31761.31,1.318373,1315.73636150105
Maranhão,F Construção,10 a 19,211,2801,2445,2551.9,50430.509,1.523196,1520.14966224261
Maranhão,F Construção,20 a 29,67,1585,1471,1362.97,26449.733,1.495757,1492.76568534439
Maranhão,F Construção,30 a 49,74,2853,2707,2769.67,52686.207,1.466206,1463.27365853916
Maranhão,F Construção,50 a 99,57,3803,3732,3845.53,83520.572,1.67403,1670.68242468928
Maranhão,F Construção,100 a 249,35,5535,5479,5464.25,103885.671,1.465383,1462.45238807493
Maranhão,F Construção,250 a 499,14,5130,5110,4634.34,101925.781,1.695205,1691.81473355595
Maranhão,F Construção,500 ou mais,11,9924,9912,8802.93,235534.252,2.062305,2058.18055858849
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,Total,36574,182917,145084,148017.76,2868083.158,1.493496,1490.50885099609
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,27536,47622,19550,22521.91,367245.752,1.256833,1254.3196039221
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,5436,35108,28516,27781.34,460853.394,1.278603,1276.04575866114
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,2430,31862,29408,29296.99,548340.424,1.442625,1439.73946181449
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,574,13379,12993,12917.63,248886.846,1.485064,1482.0940064083
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,287,10758,10561,10569.45,239687.915,1.747913,1744.41734651064
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,184,12660,12563,12098.11,266777.52,1.699643,1696.2440986491
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,83,12693,12661,13009.53,326288.479,1.933153,1929.28674358188
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,38,12572,12569,13239.06,224822.134,1.308905,1306.28687442253
Maranhão,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,6,6263,6263,6583.74,185180.694,2.167949,2163.61350375786
Maranhão,"H Transporte, armazenagem e correio",Total,2191,31024,28935,29597.91,949130.306,2.471672,2466.72902034169
Maranhão,"H Transporte, armazenagem e correio",0 a 4,1533,2504,1189,1530.61,36769.692,1.851619,1847.91543642982
Maranhão,"H Transporte, armazenagem e correio",5 a 9,276,1842,1517,1600.56,41888.778,2.017213,2013.17894506154
Maranhão,"H Transporte, armazenagem e correio",10 a 19,168,2241,1963,2029.19,52284.115,1.985972,1982.00020697914
Maranhão,"H Transporte, armazenagem e correio",20 a 29,67,1571,1503,1508.16,42838.936,2.189361,2184.98220960029
Maranhão,"H Transporte, armazenagem e correio",30 a 49,48,1869,1829,2271.3,73779.974,2.503745,2498.73755795563
Maranhão,"H Transporte, armazenagem e correio",50 a 99,54,3716,3679,3512.78,89571.178,1.965366,1961.43527786671
Maranhão,"H Transporte, armazenagem e correio",100 a 249,29,4116,4099,4205.06,142015.111,2.603086,2597.87953268023
Maranhão,"H Transporte, armazenagem e correio",250 a 499,7,2301,2299,2567.35,69011.343,2.071865,2067.72152069404
Maranhão,"H Transporte, armazenagem e correio",500 ou mais,9,10864,10857,10372.9,400971.179,2.97947,2973.5114429093
Maranhão,I Alojamento e alimentação,Total,2954,21957,18483,18840.69,306335.157,1.253217,1250.71018344625
Maranhão,I Alojamento e alimentação,0 a 4,1599,3107,1363,1815.11,26613.623,1.130127,1127.86650353464
Maranhão,I Alojamento e alimentação,5 a 9,702,4666,3747,3646.08,54194.463,1.145658,1143.3662580508
Maranhão,I Alojamento e alimentação,10 a 19,439,5797,5214,5152.25,79709.195,1.192443,1190.05804036325
Maranhão,I Alojamento e alimentação,20 a 29,118,2788,2649,2787.63,45819.297,1.266891,1264.35764706661
Maranhão,I Alojamento e alimentação,30 a 49,64,2339,2275,2134.35,38000.637,1.372307,1369.56259426848
Maranhão,I Alojamento e alimentação,50 a 99,23,1527,1506,1588.88,31692.845,1.537433,1534.35826106827
Maranhão,I Alojamento e alimentação,100 a 249,8,,,,,,
Maranhão,I Alojamento e alimentação,250 a 499,1,,,,,,
Maranhão,I Alojamento e alimentação,500 ou mais,-,-,-,-,-,-,-
Maranhão,J Informação e comunicação,Total,1078,9666,8500,8489.86,191233.332,1.736158,1732.68538087699
Maranhão,J Informação e comunicação,0 a 4,775,1216,397,586.37,9972.276,1.310837,1308.21521197564
Maranhão,J Informação e comunicação,5 a 9,124,833,667,640.15,13196.728,1.588951,1585.77352663739
Maranhão,J Informação e comunicação,10 a 19,102,1402,1296,1283.41,29038.447,1.74395,1740.46227807769
Maranhão,J Informação e comunicação,20 a 29,31,,,,,,
Maranhão,J Informação e comunicação,30 a 49,22,821,803,796,26411.16,2.557411,2552.29609586394
Maranhão,J Informação e comunicação,50 a 99,15,1038,1020,974.8,23924.149,1.891677,1887.89408478268
Maranhão,J Informação e comunicação,100 a 249,6,,,,,,
Maranhão,J Informação e comunicação,250 a 499,-,-,-,-,-,-,-
Maranhão,J Informação e comunicação,500 ou mais,3,2807,2806,2728.66,45502.581,1.285324,1282.75363675267
Maranhão,"K Atividades financeiras, de seguros e serviços relacionados",Total,1060,8901,8061,8032.88,552100.466,5.297524,5286.9290485336
Maranhão,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,602,944,375,392.52,16719.471,3.283121,3276.55445288432
Maranhão,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,189,1296,1131,1092.05,68542.494,4.837751,4828.07521492747
Maranhão,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,172,2330,2251,2240.23,157022.968,5.402524,5391.71863877988
Maranhão,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,58,1363,1349,1354.71,104352.164,5.937194,5925.31946945216
